ID_Herramienta;ID_Encuestado;Plataforma (actual);Software utilizado;Framework -Librerias;Bases de Datos;QA-Testing
3228;3228;Linux;Java, SQL;framework privado de la empresa;PostgreSQL;JUnit
3229;3229;Linux, SAP, Windows Server;CSS, HTML, Java, Javascript, SQL, VBA;jQuery;Oracle;JUnit, Postman, Selenium, SoapUI
3230;3230;OpenStack, JFrog Platform;Bash/Shell, C, C++, CSS, Groovy, HTML, Java, Javascript, Perl, Python, SQL, TypeScript;Bootstrap, Hibernate, jQuery, Node.js, Spring, ExtJs;ElasticSearch, MariaDB, MongoDB, MySQL, Oracle, PostgreSQL, H2, Infinispan, Ignite;Postman, Insomnia
3231;3231;SAP, Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3232;3232;SAP;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3233;3233;Ninguna de las anteriores;.NET, CSS, HTML, Javascript, SQL;.NET Core, Bootstrap, jQuery, React.js;Microsoft SQL Server;Ninguna de las anteriores, 
3234;3234;UIpath;.NET;Ninguno de los anteriores;Microsoft SQL Server;Ninguna de las anteriores
3235;3235;Google Cloud Platform, OpenShift;CSS, HTML, Java, PHP, SQL;Angular, Bootstrap, Drupal, React.js;Apache Hive, ElasticSearch, MariaDB, MySQL, Oracle;Ninguna de las anteriores
3236;3236;Amazon Web Services, Docker, Firebase, Linux;.NET, CSS, HTML, Javascript, PHP, SQL;.NET Core, Angular, Bootstrap, CodeIgniter, jQuery, Laravel, Symfony, Vue.js, WordPress;MariaDB, Microsoft SQL Server, MySQL, PostgreSQL;PHPUnit, Postman
3237;3237;Google Cloud Platform;Ninguno de los anteriores;WordPress;Ninguna de las anteriores;Ninguna de las anteriores
3238;3238;Docker, OpenShift;Java;Ninguno de los anteriores;MySQL;Ninguna de las anteriores
3239;3239;Amazon Web Services, Docker, Serverless, react;HTML, Javascript, TypeScript;Next.js, Node.js, React.js;MongoDB;Jest
3240;3240;Azure;SQL;Ninguno de los anteriores;MySQL;Ninguna de las anteriores
3241;3241;Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux, Solaris;Bash/Shell, Java, Perl;Ninguno de los anteriores;MariaDB, MongoDB, MySQL, Redis;Ninguna de las anteriores
3242;3242;Docker, Linux, Mainframe, OpenShift, SAP, Windows Server;C, Groovy, SQL;.NET Core;Ninguna de las anteriores;HP LoadRunner, Postman, Visual Studio Coded UI
3243;3243;Ninguna de las anteriores;Python;Ninguno de los anteriores;ElasticSearch;Ninguna de las anteriores
3244;3244;Ninguna de las anteriores;CSS, HTML, Javascript, Python, TypeScript;Bootstrap, Django, jQuery, Node.js, React.js, SAP, WordPress;Ninguna de las anteriores;Ninguna de las anteriores
3245;3245;Amazon Web Services, Azure, Docker, Google Cloud Platform, Linux, Serverless, VMWare, Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Microsoft SQL Server, MongoDB;Ninguna de las anteriores
3246;3246;Amazon Web Services, Windows Server;.NET, C#, CSS, HTML, SQL, TypeScript;.NET Core, Angular, Bootstrap, React.js;Microsoft SQL Server, MySQL;QMetry
3247;3247;VMWare;TypeScript;Angular;Ninguna de las anteriores;Cypress
3248;3248;Amazon Web Services, Docker, Linux;Python;Spark;Ninguna de las anteriores;pytest
3249;3249;Docker;.NET, C#, SQL, TypeScript;.NET Core, Angular;Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, Redis;TFS
3250;3250;Docker, Google Cloud Platform, Linux;Bash/Shell, Python;Ninguno de los anteriores;PostgreSQL;Postman, Robot Framework
3251;3251;Ninguna de las anteriores, ;Ninguno de los anteriores, ;Ninguno de los anteriores, ;PostgreSQL;Ninguna de las anteriores, 
3252;3252;Azure, Linux, VMWare;Bash/Shell, C++, Javascript;Ninguno de los anteriores;Oracle, PostgreSQL, SQLite;Ninguna de las anteriores
3253;3253;Azure;.NET, CSS, HTML, Javascript;Bootstrap, jQuery;Microsoft SQL Server;Ninguna de las anteriores
3254;3254;Amazon Web Services;Bash/Shell, Python;Ninguno de los anteriores;Amazon Redshift;Ninguna de las anteriores
3255;3255;Amazon Web Services;.NET, Ruby;Node.js, Rails, React.js;MongoDB;Ninguna de las anteriores
3256;3256;Ninguna de las anteriores;Python;Ninguno de los anteriores;MySQL;Postman
3257;3257;Linux, VMWare;Bash/Shell, VBA;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3258;3258;Amazon Web Services, Docker, Kubernetes, Linux, Serverless;.NET, Bash/Shell, C++, C#, CSS, Javascript, SQL, TypeScript;.NET Core, Bootstrap, Hadoop, jQuery, Node.js, Spark;Amazon DynamoDB, Amazon RDS/Aurora, Microsoft SQL Server, MySQL, PostgreSQL, SQLite;Postman
3259;3259;Amazon Web Services, Docker, Linux;Javascript, TypeScript;Angular, Node.js, React.js;Oracle;Cypress, Jest, Karma, Mocha
3260;3260;Azure;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3261;3261;Docker, Linux;Bash/Shell, C++, Python;TensorFlow, Torch;MySQL;--
3262;3262;Linux;Java, Javascript, Kotlin, Matlab;Ninguno de los anteriores;MongoDB;Ninguna de las anteriores
3263;3263;Mainframe, VMWare;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3264;3264;Figma;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3265;3265;Jira, Slack, Redmine, Upwork, Linkedin;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3266;3266;Docker, Linux, OpenShift, Windows Server;CSS, Groovy, HTML, Java, Javascript, SQL, TypeScript;Angular, Bootstrap, jQuery;Microsoft SQL Server;Postman, SoapUI
3267;3267;Docker, Linux;HTML, Javascript;React.js;PostgreSQL;Postman, Selenium
3268;3268;Docker, Linux;CSS, HTML, Java, Javascript, SQL;React.js;Oracle;Ninguna de las anteriores
3269;3269;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3270;3270;Ninguna de las anteriores;SQL;Ninguno de los anteriores;ElasticSearch, Microsoft SQL Server, Oracle, PostgreSQL;Selenium
3271;3271;Azure, Firebase, Google Cloud Platform, Windows Server;.NET, C#, CSS, HTML, Javascript, Kotlin, SQL;Bootstrap, Flutter, jQuery;Microsoft SQL Server;Postman
3272;3272;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3273;3273;Arduino o similar, Azure, Google Cloud Platform, Kubernetes;Bash/Shell, Perl, Python, R;Spark;ElasticSearch, Google Cloud Storage, Microsoft Azure (Tables, CosmosDB, SQL, etc);NUnit, PHPUnit, Postman
3274;3274;Azure, Google Cloud Platform;Python;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3275;3275;Ninguna de las anteriores;Go, Python;Ninguno de los anteriores;ElasticSearch, MySQL;Ninguna de las anteriores
3276;3276;Linux, SAP, VMWare, Windows Server;Bash/Shell;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3277;3277;Amazon Web Services, Docker, Firebase, Google Cloud Platform, Heroku, Linux;Javascript, PHP, Python, SQL;Angular, Cordova, Node.js, React.js;Google Cloud Storage, MongoDB, MySQL, PostgreSQL, Redis;Cypress, Mocha, Postman
3278;3278;Docker;Java, SQL;Hibernate, jQuery, Node.js, Spring;MySQL;JUnit
3279;3279;Windows Server;SQL;Ninguno de los anteriores;Microsoft Azure (Tables, CosmosDB, SQL, etc);Ninguna de las anteriores
3280;3280;OpenShift;CSS, HTML, Java, Javascript, PHP, SQL;Hibernate, jQuery, Spring;Microsoft SQL Server, MySQL;Ninguna de las anteriores
3281;3281;Docker, Kubernetes, Linux;Bash/Shell, Go, HTML, Java, Kotlin, Python, SQL;Spring;MySQL, PostgreSQL;Ninguna de las anteriores
3282;3282;Amazon Web Services, Azure, Docker, Linux, OpenStack, VMWare, Windows Server;Python, SQL;Ninguno de los anteriores;Microsoft SQL Server, MySQL, PostgreSQL;Ninguna de las anteriores
3283;3283;Linux;Bash/Shell;Ninguno de los anteriores;MariaDB;Ninguna de las anteriores
3284;3284;atlasian;Javascript, PHP;Angular, Laravel, React.js;MongoDB, MySQL;Ninguna de las anteriores
3285;3285;Azure, Docker;.NET, Javascript, SQL, TypeScript;.NET Core, React.js;Microsoft SQL Server;Jest
3286;3286;Docker, Linux;CSS, HTML, Javascript, PHP, SQL;jQuery, Symfony;MySQL;Postman
3287;3287;OpenShift;Java, SQL, TypeScript;jQuery, Node.js, Spring;ElasticSearch;Cucumber, JUnit, Postman
3288;3288;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3289;3289;VMWare, Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL;Ninguna de las anteriores
3290;3290;Firebase, Google Cloud Platform, Linux, Spyder;Python, R, SQL;Spyder, Jupyter Notebook, Workbench;MySQL;Ninguna de las anteriores
3291;3291;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Microsoft SQL Server;Ninguna de las anteriores
3292;3292;Google Cloud Platform;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3293;3293;Amazon Web Services, Google Cloud Platform, Linux, SAP;Python;Ninguno de los anteriores;Ninguna de las anteriores;Cypress, Postman, Visual Studio Coded UI
3294;3294;Docker, Kubernetes, Linux, Windows Server, Mitrol-Issabel-Elastix;HTML, PHP, SQL;Bootstrap;MariaDB, Microsoft SQL Server;Ninguna de las anteriores
3295;3295;Ninguna de las anteriores, LMI, Snow;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3296;3296;Ninguna de las anteriores;Javascript, Python, TypeScript;Django, Next.js, React.js;PostgreSQL;Ninguna de las anteriores
3297;3297;Azure, Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3298;3298;Google Cloud Platform, SAP, Windows Server, Calipso, Power BI, TeamCenter;SQL;SAP;Google Cloud Storage, Microsoft SQL Server;Ninguna de las anteriores
3299;3299;Azure, Azure Devops ;Ninguno de los anteriores;Ninguno de los anteriores;Microsoft SQL Server;Ninguna de las anteriores
3300;3300;VMWare, Windows Server;SQL;WordPress;Microsoft SQL Server, Sybase, Teradata;Ninguna de las anteriores
3301;3301;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Cucumber, Postman, Selenium, SoapUI
3302;3302;Jira;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3303;3303;Docker, Kubernetes, Linux, OpenShift, VMWare, Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Microsoft SQL Server, Oracle;Ninguna de las anteriores
3304;3304;Kubernetes, Windows Server;CSS, HTML, Java, Javascript, SQL;Hibernate, React.js, Spring;Oracle;Ninguna de las anteriores
3305;3305;VMWare;Javascript, Python;Ninguno de los anteriores;MongoDB, PostgreSQL, Redis;Postman, Visual Studio Coded UI
3306;3306;Azure, Docker, Kubernetes, VMWare;Javascript, Python, SQL, TypeScript;React.js, fastAPI;Microsoft SQL Server;Ninguna de las anteriores
3307;3307;Azure, Google Cloud Platform, Linux, Windows Server;CSS, Go, HTML, Java, Javascript, PHP, Google Appscript;Bootstrap, Talend;Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, Genexus;Ninguna de las anteriores
3308;3308;Firebase;Java, Javascript, TypeScript;Hibernate, Node.js, React.js;MariaDB, Microsoft SQL Server, MySQL, PostgreSQL;Ninguna de las anteriores
3309;3309;Amazon Web Services, Azure;Ninguno de los anteriores;Ninguno de los anteriores;Microsoft SQL Server, MySQL;Postman
3310;3310;Amazon Web Services, Docker, Linux;HTML, Java, Javascript, SQL;Hibernate, jQuery, Spring;Oracle;JUnit
3311;3311;Ninguna de las anteriores;Javascript;Bootstrap, Next.js, React.js;Ninguna de las anteriores;Ninguna de las anteriores
3312;3312;Docker, Kubernetes, Linux;Javascript, TypeScript;Next.js, Node.js, React.js;ElasticSearch;Cypress, Jest
3313;3313;Amazon Web Services, Azure, HP-UX, Linux;Bash/Shell;Ninguno de los anteriores;Microsoft Azure (Tables, CosmosDB, SQL, etc), MongoDB, MySQL, Oracle;Ninguna de las anteriores
3314;3314;Docker, Linux, Serverless;Bash/Shell, C#, Javascript, PHP, SQL, TypeScript;Bootstrap, jQuery, Laravel, Next.js, Node.js, React.js, Vue.js;MariaDB, Microsoft SQL Server, MySQL, PostgreSQL, SQLite;Mocha, PHPUnit, Test Complete
3315;3315;VMWare, Windows Server;HTML, Javascript, SQL, TypeScript;React.js;Microsoft SQL Server;Ninguna de las anteriores
3316;3316;Docker, Kubernetes, Linux;Bash/Shell, CSS, Go, HTML, Javascript, SQL, TypeScript;Node.js, React.js;Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora, MongoDB, MySQL, PostgreSQL, Redis;Cypress, Mocha
3317;3317;salesforce;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3318;3318;Azure;.NET, C#, SQL;.NET Core, React.js;Microsoft SQL Server, MongoDB;Xunit
3319;3319;Docker, Firebase, Google Cloud Platform, Kubernetes;Bash/Shell, CSS, HTML, Javascript, Python;jQuery, TensorFlow;Google Cloud Storage;Ninguna de las anteriores
3320;3320;Azure, Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3321;3321;Amazon Web Services, Docker, Kubernetes, Linux;Bash/Shell, Python, SQL;Airflow;Amazon Redshift, MongoDB, Databricks;Pytest
3322;3322;Azure, Linux;C#, Python;Spark;Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server;Ninguna de las anteriores
3323;3323;Amazon Web Services, Docker, Google Cloud Platform;Go, Groovy, HTML, Java, Javascript, Python, SQL, Swift;Ninguno de los anteriores;ElasticSearch, MySQL, PostgreSQL, Teradata;Ninguna de las anteriores
3324;3324;Azure, Docker;.NET, C#, CSS, HTML, TypeScript;.NET Core, Angular, Node.js, React.js;Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server;Postman
3325;3325;Excel y Proyect;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3326;3326;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3327;3327;Windows Server;.NET, C#, HTML, Javascript, SQL, TypeScript, VBA;.NET Core, Angular, Bootstrap, jQuery, Node.js;Microsoft SQL Server;Ninguna de las anteriores
3328;3328;Docker, Linux;Javascript, PHP, TypeScript;Bootstrap, Laravel, React.js, Symfony, Vue.js;MySQL;PHPUnit
3329;3329;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;MySQL;Ninguna de las anteriores
3330;3330;Google Cloud Platform, SAP;C, Groovy, Java, SQL;Ninguno de los anteriores;Microsoft SQL Server;Ninguna de las anteriores
3331;3331;Docker, Google Cloud Platform, Kubernetes, Linux, Looker Studio;HTML, Python;Ninguno de los anteriores;Google Cloud Storage;Ninguna de las anteriores
3332;3332;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3333;3333;Linux, Mainframe;Bash/Shell, SQL;Ninguno de los anteriores;MongoDB, Oracle;Postman, SoapUI
3334;3334;Azure, VMWare, Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3335;3335;Google Cloud Platform, SAP;ABAP;SAP;HANA;Ninguna de las anteriores
3336;3336;Docker, Heroku, Linux;CSS, HTML, Javascript, SQL, TypeScript;Bootstrap, jQuery, Next.js, Node.js, React.js, Symfony, WordPress;MariaDB, Microsoft SQL Server, MySQL, PostgreSQL;Ninguna de las anteriores
3337;3337;Amazon Web Services, Docker, Kubernetes, Linux, Serverless;Go, PHP, Python, SQL;Node.js, WordPress;Amazon DynamoDB, Amazon RDS/Aurora, PostgreSQL, Redis;Postman
3338;3338;Ninguna de las anteriores;Java, SQL;Spring;MySQL;JUnit, Postman
3339;3339;Azure, Google Cloud Platform, VMWare, Windows Server;SQL;Ninguno de los anteriores;Oracle;Ninguna de las anteriores
3340;3340;SAP;SQL;SAP;HANA, Microsoft SQL Server;Ninguna de las anteriores
3341;3341;Amazon Web Services, Docker, Google Cloud Platform, Kubernetes, Linux, OpenShift, Jenkins, NexusIQ, Sonarqube;CSS, HTML, Java, Javascript, TypeScript;Hibernate, Node.js, React.js, Spring;MongoDB, PostgreSQL;Appium, Cucumber, Jest, JUnit, Postman, React Testing Library
3342;3342;Amazon Web Services, Docker, Linux, Windows Server, Proxmox, Truenas, Miktorik, Moodle;Bash/Shell, Java, PHP, Python, SQL;Django, Drupal, WordPress;MariaDB, Microsoft SQL Server, MySQL, PostgreSQL;Visual Studio Coded UI
3343;3343;Azure;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3344;3344;Docker, Linux;CSS, HTML, Javascript, Python, SQL, TypeScript;Bootstrap, Django, jQuery, Next.js;PostgreSQL, SQLite;SoapUI
3345;3345;Arduino o similar, Linux, Microcontroladores;C, C++, Java, Python, SQL;Ninguno de los anteriores;PostgreSQL;Ninguna de las anteriores
3346;3346;Docker, Google Cloud Platform, Kubernetes, Linux, Serverless, infura;Bash/Shell, CSS, HTML, Javascript, Rust, Solidity, TypeScript;Next.js, Node.js, React.js, foundry ;MongoDB, PostgreSQL;Puppeteer, Selenium
3347;3347;Windows Server;XML;Ninguno de los anteriores;Microsoft SQL Server, Oracle;Ninguna de las anteriores
3348;3348;Amazon Web Services, Docker, Linux;Bash/Shell, Go, Javascript;Node.js;MongoDB, PostgreSQL, Redis;Mocha, Go standard library
3349;3349;Azure, Salesforce;CSS, HTML, Javascript, SQL, Apex, SOQL, XML;VisualForce, Aura, LWC;la propia de salesforce;Ninguna de las anteriores
3350;3350;Ninguna de las anteriores;CSS, HTML, Javascript, TypeScript;Next.js, React.js;Ninguna de las anteriores;Jest
3351;3351;Amazon Web Services, Azure, Google Cloud Platform, Linux, Serverless, VMWare, Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Amazon RDS/Aurora, Google Cloud Storage, Microsoft SQL Server, MySQL;Ninguna de las anteriores
3352;3352;Ninguna de las anteriores;SQL;Ninguno de los anteriores;Microsoft SQL Server;TFS
3353;3353;Amazon Web Services;CSS, HTML, Javascript, TypeScript;Angular, Bootstrap, Next.js, React.js, WordPress;MySQL;Jest
3354;3354;Google Suite, Jira;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3355;3355;Ninguna de las anteriores;Go;Ninguno de los anteriores;Sistema de la empresa (Fury);Ninguna de las anteriores
3356;3356;Azure, Docker, Serverless, VMWare, Windows Server;.NET, C#, CSS, HTML, Javascript, SQL, TypeScript, PowerBuilder;.NET Core, Angular, Bootstrap, Cordova;ElasticSearch, Microsoft SQL Server, Oracle, Sybase, SAP SQL Anywhere;Ninguna de las anteriores
3357;3357;SAP;ABAP;SAP;HANA;HP UFT
3358;3358;Docker, Kubernetes, Linux, SAP;Bash/Shell, Javascript, Python, SQL;SAP;HANA, PostgreSQL, SQLite;Cypress, Postman
3359;3359;Mainframe;COBOL;.;IBM Db2;.
3360;3360;Azure, Linux, VMWare, Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Oracle;Ninguna de las anteriores
3361;3361;Amazon Web Services, Docker, Linux;Bash/Shell, Python, SQL;Hadoop;Amazon Redshift, Amazon RDS/Aurora, MySQL;Ninguna de las anteriores
3362;3362;Amazon Web Services, Docker, Kubernetes, Linux;Python;Django, Flask;PostgreSQL;Ninguna de las anteriores
3363;3363;Amazon Web Services, Docker, Kubernetes, Linux, SAP;Bash/Shell, Python, SQL;Flask;PostgreSQL, Redis;Ninguna de las anteriores
3364;3364;Docker, Linux;Bash/Shell;Hadoop, Spark;Apache Hive, Oracle, PostgreSQL, Redis, Teradata;Ninguna de las anteriores
3365;3365;AIX, Azure, Linux, Solaris, Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;ElasticSearch, IBM Db2, Microsoft SQL Server, Oracle;Ninguna de las anteriores
3366;3366;Amazon Web Services, Azure, SAP;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3367;3367;Amazon Web Services, Linux;Python, SQL;Flask;Amazon RDS/Aurora, MySQL;Postman
3368;3368;Amazon Web Services, Firebase;.NET, C#, Dart;.NET Core, Flutter;MariaDB, MySQL, Neo4j, Redis;Postman
3369;3369;Amazon Web Services, Azure, Firebase;HTML, Javascript;Next.js, Node.js, React.js;Google Cloud Storage;Cypress, Jest
3370;3370;Amazon Web Services, Linux;Javascript;Node.js, Vue.js;Amazon DynamoDB;Cypress, Postman, Selenium
3371;3371;Amazon Web Services, Azure, Kubernetes, Serverless;Python;Ninguno de los anteriores;PostgreSQL;Ninguna de las anteriores
3372;3372;Ninguna de las anteriores;CSS, HTML, Javascript, TypeScript;Next.js, React.js;MongoDB;Ninguna de las anteriores
3373;3373;Docker, Kubernetes, Linux, API CONNECT;Java, SQL, ESQL ;IBM API CONNECT;Microsoft SQL Server, MySQL;SoapUI
3374;3374;Ninguna de las anteriores;HTML, Javascript, TypeScript;Node.js, React.js;Ninguna de las anteriores;Cypress, Jest
3375;3375;Amazon Web Services, Firebase;CSS, HTML, Javascript, Kotlin, TypeScript;Node.js, React.js;Redis;Jest
3376;3376;Amazon Web Services, Docker;Python, SQL;Vowpal Wabbit;Amazon Redshift, Databricks;Ninguna de las anteriores
3377;3377;Ninguna de las anteriores;HTML, Javascript;Bootstrap;Ninguna de las anteriores;Ninguna de las anteriores
3378;3378;Azure;.NET, C#, Javascript, SQL;Angular;Microsoft SQL Server;Ninguna de las anteriores
3379;3379;Amazon Web Services, Google Cloud Platform;Java;Spring;MongoDB;Appium, Cypress, Selenium
3380;3380;VMWare, Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Microsoft SQL Server;Ninguna de las anteriores
3381;3381;Azure, Docker, Linux, Windows Server;Bash/Shell, HTML, Python, SQL;Ninguno de los anteriores;Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL;Postman, Visual Studio Coded UI
3382;3382;Docker, Google Cloud Platform, Kubernetes;Go, Javascript, Python, SQL, TypeScript;Django, Node.js;MySQL, PostgreSQL;Ninguna de las anteriores
3383;3383;Azure, SAP, mmsm, anaplan;Python, SQL, VBA;Hadoop, SAP;Microsoft SQL Server;Ninguna de las anteriores
3384;3384;Amazon Web Services, Kubernetes, Linux, VMWare, Windows Server;Ninguno de los anteriores;Drupal, Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3385;3385;Amazon Web Services, Docker, Linux, Microcontroladores;HTML, Java;Hibernate;MySQL;JUnit, Postman, Test Complete
3386;3386;Ninguna de las anteriores, ;.NET, C#, CSS, HTML, Javascript, SQL, TypeScript;.NET Core, Next.js, Node.js, React.js;Microsoft SQL Server, MongoDB;Jest
3387;3387;Amazon Web Services;Java;Spring;Oracle;JUnit
3388;3388;Firebase;SQL;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3389;3389;Windows Server;Groovy, HTML, Javascript;Node.js, React.js;MongoDB;Postman, SoapUI
3390;3390;Firebase;Swift;SwiftUI;Ninguna de las anteriores;Ninguna de las anteriores
3391;3391;Firebase;CSS, HTML, Javascript, TypeScript;Bootstrap, Next.js;Ninguna de las anteriores;Postman
3392;3392;Amazon Web Services, Linux, SAP, Windows Server;Python;SAP;HANA, IBM Db2, Oracle;Ninguna de las anteriores
3393;3393;Linux;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3394;3394;Linux, Windows Server, ;Ninguno de los anteriores;Ninguno de los anteriores;ElasticSearch, MySQL, PostgreSQL;Ninguna de las anteriores
3395;3395;Firebase, VMWare;.NET, C#, CSS, Dart, Javascript;.NET Core, Flutter;MySQL;Ninguna de las anteriores
3396;3396;Docker;CSS, HTML, Javascript, TypeScript;Angular, Bootstrap, Node.js;Microsoft Azure (Tables, CosmosDB, SQL, etc);Karma, Postman
3397;3397;Linux;HTML, Javascript, TypeScript;Angular, Bootstrap, Node.js, React.js;PostgreSQL;Ninguna de las anteriores
3398;3398;Ninguna de las anteriores;C++, Javascript, SQL;Ninguno de los anteriores;Oracle;Ninguna de las anteriores
3399;3399;Azure, Docker, Kubernetes, Linux;Python;Django;Amazon RDS/Aurora, PostgreSQL;Ninguna de las anteriores
3400;3400;Azure;Ninguno de los anteriores;Ninguno de los anteriores;Microsoft Azure (Tables, CosmosDB, SQL, etc);Ninguna de las anteriores
3401;3401;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3402;3402;Ninguna de las anteriores;CSS, HTML, Javascript;Bootstrap, Node.js, Vue.js, WordPress;Ninguna de las anteriores;Ninguna de las anteriores
3403;3403;Azure;.NET, CSS, HTML, Javascript, Python;.NET Core;MySQL;Selenium
3404;3404;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3405;3405;Azure, Linux, Windows Server;.NET, C#, SQL;.NET Core, jQuery, Kendo UI;Oracle, PostgreSQL;Ninguna de las anteriores
3406;3406;Amazon Web Services, Azure, Docker, Kubernetes, Linux;.NET, Bash/Shell, C#, CSS, HTML, Javascript;.NET Core, Angular, Bootstrap, Node.js, React.js;MongoDB, PostgreSQL, Redis;Mocha, Postman, Xunit
3407;3407;Google Cloud Platform, Serverless;Python;Ninguno de los anteriores;Google Cloud Storage;Ninguna de las anteriores
3408;3408;Docker, Kubernetes, Linux;Ninguno de los anteriores;Ninguno de los anteriores;ElasticSearch, MariaDB, MySQL;Ninguna de las anteriores
3409;3409;Amazon Web Services;Python, SQL;Hadoop, Spark;Amazon S3;Ninguna de las anteriores
3410;3410;Firebase, Mainframe, VMWare;CSS, HTML, Java, Javascript, Python, SQL;Angular, Bootstrap, jQuery, Node.js, React.js, Spring, Vue.js;IBM Db2, Microsoft SQL Server;JUnit, Postman, Visual Studio Coded UI
3411;3411;VMWare, Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;MySQL, Oracle;Ninguna de las anteriores
3412;3412;Amazon Web Services, Mulesoft;Java, SQL;Mulesoft;Amazon DynamoDB;Postman
3413;3413;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
3414;3414;Azure, Docker, Kubernetes, Linux;Bash/Shell, Python;FastAPI;MongoDB, SQLite;Pytest
3415;3415;Ninguna de las anteriores;CSS, HTML, Javascript;React.js;Ninguna de las anteriores;Ninguna de las anteriores
3416;3416;Amazon Web Services, Docker, Kubernetes;Bash/Shell, Javascript, SQL, TypeScript;Node.js;Microsoft SQL Server, MongoDB, Redis;Jest, Postman
3417;3417;AIX, Amazon Web Services, IBM Cloud / Watson, VMWare;C++, Solidity;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
