ID_Trabajo;ID_Encuestado;Dedicacion;TIpo de contrato;Ultimo salario (bruto);Ultimo salario (Neto);Sueldo Dolarizado;Tipo de cambio;Actualizaciones en 2022;Ajuste acumulado;Ultimo ajuste;Trabajo de;Años de experiencia;Cantidad de compañeros;Modalidad;Seniority
2930;2930;Full-Time;Remoto (empresa de otro país);350000;350000;TRUE;330;No;0;No tuve;UX Designer;15;De 51 a 100 personas;100% remoto;Senior
2931;2931;Full-Time;Staff (planta permanente);433000;325000;FALSE;0;Uno;94;Diciembre;Developer;0;Mí¡s de 10000 personas;Hí?brido (presencial y remoto);Junior
2932;2932;Full-Time;Staff (planta permanente);257600;216000;FALSE;0;Uno;12;Octubre;UX Designer;4;De 11  a 50  personas;100% remoto;Semi-Senior
2933;2933;Full-Time;Staff (planta permanente);657443.18;400000;FALSE;0;Mí¡s de tres;95;Diciembre;Consultant;9;De 5001 a 10000 personas;100% remoto;Senior
2934;2934;Full-Time;Staff (planta permanente);143750;123753;FALSE;0;Uno;15;Octubre;Developer;0;De 51 a 100 personas;100% remoto;Junior
2935;2935;Full-Time;Staff (planta permanente);357000;310000;FALSE;0;Dos;0;Noviembre;Architect;3;De 501 a 1000 personas;Hí?brido (presencial y remoto);Semi-Senior
2936;2936;Full-Time;Staff (planta permanente);730000;500000;FALSE;0;Dos;45;Enero;SysAdmin / DevOps / SRE;6;De 2001a 5000 personas;Hí?brido (presencial y remoto);Senior
2937;2937;Full-Time;Staff (planta permanente);507000;371000;FALSE;0;Mí¡s de tres;53;Octubre;Manager / Director;5;Mí¡s de 10000 personas;Hí?brido (presencial y remoto);Semi-Senior
2938;2938;Full-Time;Staff (planta permanente);354384.95;281221.52;FALSE;0;Tres;50;Noviembre;Developer;2;Mí¡s de 10000 personas;100% remoto;Junior
2939;2939;Full-Time;Staff (planta permanente);210600;207034;FALSE;0;Mí¡s de tres;55;Diciembre;Maquetador Web;5;De 201 a 500 personas;100% remoto;Semi-Senior
2940;2940;Full-Time;Staff (planta permanente);785000;700000;TRUE;182,5;Mí¡s de tres;90;Octubre;Technical Leader;6;De 201 a 500 personas;Hí?brido (presencial y remoto);Senior
2941;2941;Full-Time;Staff (planta permanente);335000;270000;FALSE;0;Tres;85;Enero;Developer;8;De 101 a 200 personas;100% remoto;Senior
2942;2942;Full-Time;Staff (planta permanente);300000;248000;TRUE;178;Mí¡s de tres;55;Diciembre;Developer;2;De 501 a 1000 personas;100% remoto;Junior
2943;2943;Full-Time;Staff (planta permanente);526000;400000;FALSE;0;Tres;70;Diciembre;SysAdmin / DevOps / SRE;25;De 501 a 1000 personas;Hí?brido (presencial y remoto);Senior
2944;2944;Full-Time;Staff (planta permanente);202888;170656;FALSE;0;Mí¡s de tres;70;Diciembre;Developer;1;De 101 a 200 personas;Hí?brido (presencial y remoto);Junior
2945;2945;Full-Time;Remoto (empresa de otro país);203600;264300;TRUE;320;Tres;;Diciembre;Developer;2;De 51 a 100 personas;100% remoto;Junior
2946;2946;Full-Time;Staff (planta permanente);262000;290000;FALSE;0;Mí¡s de tres;90;Noviembre;Developer;6;De 11  a 50  personas;100% remoto;Senior
2947;2947;Full-Time;Staff (planta permanente);451000;355000;FALSE;0;Dos;30;Noviembre;Data Engineer;3;De 51 a 100 personas;100% remoto;Semi-Senior
2948;2948;Full-Time;Staff (planta permanente);411346;349000;FALSE;0;Tres;80;Diciembre;SysAdmin / DevOps / SRE;10;De 201 a 500 personas;100% presencial;Senior
2949;2949;Full-Time;Remoto (empresa de otro país);500000;450000;TRUE;300;No;0;No tuve;Developer;12;De 501 a 1000 personas;100% remoto;Senior
2950;2950;Full-Time;Staff (planta permanente);256608;212985;FALSE;0;Mí¡s de tres;108;Octubre;Technical Leader;5;De 101 a 200 personas;100% remoto;Semi-Senior
2951;2951;Full-Time;Remoto (empresa de otro país);550000;460000;TRUE;210;No;0;No tuve;Manager / Director;18;De 5001 a 10000 personas;100% remoto;Senior
2952;2952;Full-Time;Remoto (empresa de otro país);1000000;970000;FALSE;0;No;0;No tuve;Developer;3;De 51 a 100 personas;100% remoto;Semi-Senior
2953;2953;Full-Time;Freelance;200000;;FALSE;0;No;0;No tuve;Developer;2;De 2 a 10 personas;100% remoto;Junior
2954;2954;Full-Time;Remoto (empresa de otro país);940000;840000;FALSE;0;No;0;No tuve;Developer;5;De 51 a 100 personas;Hí?brido (presencial y remoto);Semi-Senior
2955;2955;Full-Time;Freelance;274000;250000;FALSE;0;Uno;15;Junio;Developer;20;De 101 a 200 personas;100% remoto;Senior
2956;2956;Full-Time;Remoto (empresa de otro país);1650000;1500000;FALSE;0;No;0;No tuve;UX Designer;11;De 11  a 50  personas;100% remoto;Senior
2957;2957;Full-Time;Staff (planta permanente);720000;520000;TRUE;326;No;0;Diciembre;Developer;2;De 2001a 5000 personas;100% remoto;Junior
2958;2958;Full-Time;Staff (planta permanente);1107000;750000;FALSE;0;Mí¡s de tres;59;Diciembre;Networking;18;De 501 a 1000 personas;Hí?brido (presencial y remoto);Senior
2959;2959;Full-Time;Staff (planta permanente);250000;350000;FALSE;0;Tres;60;Noviembre;UX Designer;6;De 201 a 500 personas;100% remoto;Senior
2960;2960;Full-Time;Staff (planta permanente);330000;267000;FALSE;0;Tres;60;Noviembre;Data Engineer;3;De 1001 a 2000 personas;100% remoto;Semi-Senior
2961;2961;Full-Time;Staff (planta permanente);500000;379000;FALSE;0;Tres;50;Octubre;Technical Leader;22;Mí¡s de 10000 personas;100% remoto;Senior
2962;2962;Full-Time;Staff (planta permanente);600000;530000;TRUE;338;No;0;No tuve;Technical Leader;3;Mí¡s de 10000 personas;Hí?brido (presencial y remoto);Semi-Senior
2963;2963;Full-Time;Tercerizado (trabajo a través de consultora o agencia);280000;245000;FALSE;0;Tres;25;Septiembre;QA / Tester;3;De 101 a 200 personas;100% remoto;Semi-Senior
2964;2964;Full-Time;Staff (planta permanente);417000;300000;TRUE;210;Tres;;Octubre;UX Designer;3;De 1001 a 2000 personas;100% remoto;Semi-Senior
2965;2965;Full-Time;Staff (planta permanente);280000;250000;TRUE;250;No;0;Diciembre;Developer;0;De 11  a 50  personas;100% presencial;Junior
2966;2966;Full-Time;Staff (planta permanente);600000;361000;FALSE;0;Tres;;Septiembre;SysAdmin / DevOps / SRE;20;De 201 a 500 personas;Hí?brido (presencial y remoto);Senior
2967;2967;Full-Time;Staff (planta permanente);738103;;FALSE;0;Tres;65;Noviembre;Project Manager;16;Mí¡s de 10000 personas;Hí?brido (presencial y remoto);Senior
2968;2968;Full-Time;Staff (planta permanente);290000;240000;FALSE;0;Mí¡s de tres;60;Septiembre;Developer;5;De 2 a 10 personas;100% remoto;Semi-Senior
2969;2969;Full-Time;Tercerizado (trabajo a través de consultora o agencia);90000;74500;FALSE;0;Uno;;Septiembre;Developer;0;De 501 a 1000 personas;Hí?brido (presencial y remoto);Junior
2970;2970;Full-Time;Staff (planta permanente);285000;205000;FALSE;0;Mí¡s de tres;62;Noviembre;BI Analyst / Data Analyst;7;Mí¡s de 10000 personas;100% presencial;Senior
2971;2971;Full-Time;Staff (planta permanente);271000;250000;FALSE;0;Mí¡s de tres;45;Diciembre;Product Manager;1;De 201 a 500 personas;Hí?brido (presencial y remoto);Junior
2972;2972;Full-Time;Staff (planta permanente);1200000;750000;TRUE;290.87;No;0;No tuve;SysAdmin / DevOps / SRE;5;De 1001 a 2000 personas;100% remoto;Semi-Senior
2973;2973;Full-Time;Remoto (empresa de otro país);650000;600000;FALSE;0;No;0;No tuve;Developer;4;De 2 a 10 personas;100% remoto;Semi-Senior
2974;2974;Full-Time;Freelance;210000;195000;FALSE;0;Tres;90;Diciembre;SysAdmin / DevOps / SRE;20;De 2 a 10 personas;100% remoto;Senior
2975;2975;Full-Time;Remoto (empresa de otro país);1250000;1100000;FALSE;0;Uno;10;Octubre;Developer;5;De 2 a 10 personas;100% remoto;Semi-Senior
2976;2976;Full-Time;Staff (planta permanente);1070000.56;630000;FALSE;0;Mí¡s de tres;60;Octubre;Product Manager;2;De 5001 a 10000 personas;Hí?brido (presencial y remoto);Junior
2977;2977;Full-Time;Staff (planta permanente);200000;175000;FALSE;0;Tres;70;Diciembre;Developer;15;De 2 a 10 personas;100% presencial;Senior
2978;2978;Full-Time;Staff (planta permanente);434000;330000;FALSE;0;Mí¡s de tres;50;Diciembre;Infosec;5;De 1001 a 2000 personas;Hí?brido (presencial y remoto);Semi-Senior
2979;2979;Full-Time;Staff (planta permanente);660000;354359;FALSE;0;Dos;;Octubre;Sales / Pre-Sales;20;De 2001a 5000 personas;Hí?brido (presencial y remoto);Senior
2980;2980;Full-Time;Staff (planta permanente);332794.84;276219.71;FALSE;0;Mí¡s de tres;75;Noviembre;Developer;11;De 201 a 500 personas;Hí?brido (presencial y remoto);Senior
2981;2981;Full-Time;Remoto (empresa de otro país);1476000;1476000;FALSE;0;Uno;8;Enero;Infosec;6;De 51 a 100 personas;Hí?brido (presencial y remoto);Senior
2982;2982;Full-Time;Staff (planta permanente);265000;220000;FALSE;0;Mí¡s de tres;60;Noviembre;Data Engineer;1;De 2001a 5000 personas;100% remoto;Junior
2983;2983;Full-Time;Staff (planta permanente);520000;345000;FALSE;0;Mí¡s de tres;80;Diciembre;Technical Leader;17;De 2001a 5000 personas;Hí?brido (presencial y remoto);Senior
2984;2984;Full-Time;Staff (planta permanente);850000;590000;FALSE;0;Tres;71;Octubre;Manager / Director;0;De 11  a 50  personas;Hí?brido (presencial y remoto);Junior
2985;2985;Full-Time;Staff (planta permanente);450000;356496;FALSE;0;Dos;127;Octubre;Technical Leader;14;De 5001 a 10000 personas;100% remoto;Senior
2986;2986;Full-Time;Staff (planta permanente);148000;115000;FALSE;0;Dos;0;Agosto;Developer;0;De 201 a 500 personas;100% remoto;Junior
2987;2987;Full-Time;Staff (planta permanente);600000;400000;FALSE;0;Uno;0;No tuve;Architect;30;De 11  a 50  personas;100% remoto;Senior
2988;2988;Full-Time;Staff (planta permanente);250000;207500;FALSE;0;Dos;;Octubre;BI Analyst / Data Analyst;2;De 11  a 50  personas;100% remoto;Junior
2989;2989;Full-Time;Staff (planta permanente);345050;299071;FALSE;0;No;0;No tuve;Developer;4;De 501 a 1000 personas;100% remoto;Semi-Senior
2990;2990;Full-Time;Staff (planta permanente);390000;310000;FALSE;0;No;0;No tuve;Product Manager;3;De 1001 a 2000 personas;Hí?brido (presencial y remoto);Semi-Senior
2991;2991;Full-Time;Staff (planta permanente);265000;195000;FALSE;0;Tres;45;Noviembre;BI Analyst / Data Analyst;1;De 1001 a 2000 personas;Hí?brido (presencial y remoto);Junior
2992;2992;Full-Time;Staff (planta permanente);450000;320000;FALSE;0;Dos;60;Septiembre;Developer;12;De 2001a 5000 personas;100% remoto;Senior
2993;2993;Full-Time;Staff (planta permanente);160000;148500;FALSE;0;Mí¡s de tres;122.7;Diciembre;Developer;2;De 101 a 200 personas;100% remoto;Junior
2994;2994;Full-Time;Staff (planta permanente);623040;555826;FALSE;0;Tres;125;Septiembre;Networking;8;De 1001 a 2000 personas;Hí?brido (presencial y remoto);Senior
2995;2995;Full-Time;Staff (planta permanente);450000;;FALSE;0;Uno;;Junio;Sr/. UX Research Analyst;1;De 2001a 5000 personas;100% remoto;Junior
2996;2996;Full-Time;Staff (planta permanente);302154;250700;FALSE;0;Mí¡s de tres;75;Diciembre;Developer;17;De 501 a 1000 personas;Hí?brido (presencial y remoto);Senior
2997;2997;Full-Time;Remoto (empresa de otro país);220500;245000;TRUE;350;No;0;No tuve;Developer;0;De 501 a 1000 personas;100% remoto;Junior
2998;2998;Full-Time;Staff (planta permanente);580000;350000;FALSE;0;Mí¡s de tres;65;Diciembre;Technical Leader;12;Mí¡s de 10000 personas;100% remoto;Senior
2999;2999;Full-Time;Staff (planta permanente);238200;195000;FALSE;0;Uno;;Noviembre;Soporte IT;9;De 2001a 5000 personas;Hí?brido (presencial y remoto);Senior
3000;3000;Full-Time;Remoto (empresa de otro país);120000;100000;FALSE;0;No;0;No tuve;Developer;0;De 2 a 10 personas;100% remoto;Junior
3001;3001;Full-Time;Staff (planta permanente);480000;320000;FALSE;0;Uno;;Diciembre;Technical Leader;16;De 2001a 5000 personas;Hí?brido (presencial y remoto);Senior
3002;3002;Full-Time;Staff (planta permanente);500000;380000;FALSE;0;Tres;65;Noviembre;Technical Leader;20;Mí¡s de 10000 personas;Hí?brido (presencial y remoto);Senior
3003;3003;Full-Time;Staff (planta permanente);90000;76000;FALSE;0;No;0;No tuve;Developer;0;De 101 a 200 personas;100% remoto;Junior
3004;3004;Full-Time;Staff (planta permanente);200000;180000;FALSE;0;Dos;50;Diciembre;Project Manager;21;De 201 a 500 personas;100% presencial;Senior
3005;3005;Full-Time;Staff (planta permanente);235000;195605;FALSE;0;Tres;50;Diciembre;Developer;1;De 2001a 5000 personas;100% remoto;Junior
3006;3006;Full-Time;Staff (planta permanente);495000;363186;FALSE;0;Dos;70;Julio;Technical Leader;18;De 201 a 500 personas;Hí?brido (presencial y remoto);Senior
3007;3007;Full-Time;Staff (planta permanente);460000;305000;FALSE;0;Dos;42;Diciembre;Architect;1;Mí¡s de 10000 personas;Hí?brido (presencial y remoto);Junior
3008;3008;Full-Time;Staff (planta permanente);360000;290000;FALSE;0;Dos;32;Octubre;SysAdmin / DevOps / SRE;2;De 1001 a 2000 personas;100% remoto;Junior
3009;3009;Full-Time;Tercerizado (trabajo a través de consultora o agencia);200000;200000;FALSE;0;Mí¡s de tres;5;Noviembre;BI Analyst / Data Analyst;4;De 11  a 50  personas;Hí?brido (presencial y remoto);Semi-Senior
3010;3010;Full-Time;Staff (planta permanente);600000;500000;FALSE;0;Mí¡s de tres;15;Diciembre;Manager / Director;10;De 51 a 100 personas;Hí?brido (presencial y remoto);Senior
3011;3011;Full-Time;Tercerizado (trabajo a través de consultora o agencia);120000;120000;FALSE;0;No;0;No tuve;Developer;1;De 2 a 10 personas;100% remoto;Junior
3012;3012;Full-Time;Staff (planta permanente);264000;211000;FALSE;0;Mí¡s de tres;45;Diciembre;Developer;3;De 51 a 100 personas;100% presencial;Semi-Senior
3013;3013;Full-Time;Staff (planta permanente);140000;115000;FALSE;0;No;0;Noviembre;Networking;15;De 201 a 500 personas;100% presencial;Senior
3014;3014;Full-Time;Staff (planta permanente);706000;440000;TRUE;179;Tres;27;Diciembre;SysAdmin / DevOps / SRE;2;Mí¡s de 10000 personas;100% remoto;Junior
3015;3015;Full-Time;Remoto (empresa de otro país);1400000;1400000;FALSE;0;Uno;100;Marzo;BI Analyst / Data Analyst;7;Mí¡s de 10000 personas;100% remoto;Senior
3016;3016;Full-Time;Staff (planta permanente);450000;340000;FALSE;0;Mí¡s de tres;108;Diciembre;Data Engineer;15;De 1001 a 2000 personas;Hí?brido (presencial y remoto);Senior
3017;3017;Full-Time;Tercerizado (trabajo a través de consultora o agencia);179000;153000;FALSE;0;Dos;40000;Noviembre;Developer;4;De 5001 a 10000 personas;100% presencial;Semi-Senior
3018;3018;Full-Time;Remoto (empresa de otro país);283000;217000;FALSE;0;No;0;No tuve;Data Scientist;3;De 101 a 200 personas;100% remoto;Semi-Senior
3019;3019;Full-Time;Staff (planta permanente);324000;270000;FALSE;0;Dos;60;Noviembre;Developer;2;Mí¡s de 10000 personas;100% remoto;Junior
3020;3020;Full-Time;Staff (planta permanente);500000;370000;FALSE;0;Mí¡s de tres;70;Noviembre;Developer;15;Mí¡s de 10000 personas;100% remoto;Senior
3021;3021;Full-Time;Tercerizado (trabajo a través de consultora o agencia);260000;225000;FALSE;0;Dos;45;Enero;Developer;4;De 51 a 100 personas;100% remoto;Semi-Senior
3022;3022;Full-Time;Tercerizado (trabajo a través de consultora o agencia);214000;214000;TRUE;340;Mí¡s de tres;20;Noviembre;Developer;1;De 101 a 200 personas;100% remoto;Junior
3023;3023;Full-Time;Staff (planta permanente);750000;750000;TRUE;180;Mí¡s de tres;200;Diciembre;SysAdmin / DevOps / SRE;10;De 11  a 50  personas;Hí?brido (presencial y remoto);Senior
3024;3024;Full-Time;Staff (planta permanente);329900;273000;FALSE;0;Mí¡s de tres;;Noviembre;Networking;8;De 11  a 50  personas;100% remoto;Senior
3025;3025;Full-Time;Remoto (empresa de otro país);215000;179000;FALSE;0;No;0;No tuve;Developer;4;De 51 a 100 personas;100% remoto;Semi-Senior
3026;3026;Full-Time;Staff (planta permanente);275000;230000;TRUE;600;Uno;;Diciembre;Technical Support engineer;5;De 501 a 1000 personas;Hí?brido (presencial y remoto);Semi-Senior
3027;3027;Full-Time;Staff (planta permanente);342385;287500;FALSE;0;Dos;;Octubre;Manager / Director;8;De 51 a 100 personas;100% remoto;Senior
3028;3028;Full-Time;Staff (planta permanente);435000;360000;FALSE;0;Mí¡s de tres;50;Noviembre;QA / Tester;3;De 2001a 5000 personas;Hí?brido (presencial y remoto);Semi-Senior
3029;3029;Full-Time;Staff (planta permanente);850000;800000;FALSE;0;Dos;70;Diciembre;Project Manager;15;De 101 a 200 personas;100% presencial;Senior
3030;3030;Full-Time;Staff (planta permanente);218000;181000;FALSE;0;Tres;100;Octubre;Recruiter / HR;10;De 11  a 50  personas;Hí?brido (presencial y remoto);Senior
3031;3031;Full-Time;Staff (planta permanente);480000;350000;TRUE;180;Dos;60;Noviembre;Consultant;16;De 501 a 1000 personas;100% remoto;Senior
3032;3032;Full-Time;Staff (planta permanente);450000;310000;FALSE;0;Tres;;Noviembre;Data Scientist;2;Mí¡s de 10000 personas;100% remoto;Junior
3033;3033;Full-Time;Staff (planta permanente);329000;363000;FALSE;0;Mí¡s de tres;70;Octubre;Technical Leader;10;De 101 a 200 personas;100% remoto;Senior
3034;3034;Full-Time;Staff (planta permanente);745921;491583;FALSE;0;Mí¡s de tres;71.2;Octubre;Manager / Director;7;De 51 a 100 personas;Hí?brido (presencial y remoto);Senior
3035;3035;Full-Time;Staff (planta permanente);650000;;TRUE;225;No;0;Junio;Manager / Director;20;Mí¡s de 10000 personas;Hí?brido (presencial y remoto);Senior
3036;3036;Full-Time;Staff (planta permanente);446298;338275;FALSE;0;Tres;50;Octubre;QA / Tester;5;De 1001 a 2000 personas;100% remoto;Semi-Senior
3037;3037;Full-Time;Remoto (empresa de otro país);800000;600000;FALSE;0;No;;No tuve;Developer;5;De 2001a 5000 personas;100% remoto;Semi-Senior
3038;3038;Part-Time;Freelance;90000;85000;FALSE;0;Uno;25;Agosto;QA / Tester;5;De 201 a 500 personas;Hí?brido (presencial y remoto);Semi-Senior
3039;3039;Full-Time;Staff (planta permanente);296000;245680;FALSE;0;Tres;95;Diciembre;Developer;2;De 501 a 1000 personas;Hí?brido (presencial y remoto);Junior
3040;3040;Full-Time;Staff (planta permanente);264820;219801;FALSE;0;Dos;35;Octubre;SysAdmin / DevOps / SRE;25;De 51 a 100 personas;100% remoto;Senior
3041;3041;Full-Time;Staff (planta permanente);220000;182600;FALSE;0;Dos;15;Enero;QA / Tester;0;De 201 a 500 personas;100% remoto;Junior
3042;3042;Full-Time;Tercerizado (trabajo a través de consultora o agencia);300000;300000;TRUE;360;Dos;;Agosto;Developer;2;De 11  a 50  personas;Hí?brido (presencial y remoto);Junior
3043;3043;Full-Time;Staff (planta permanente);370000;280000;FALSE;0;Dos;30;Noviembre;DBA;9;De 101 a 200 personas;100% remoto;Senior
3044;3044;Full-Time;Staff (planta permanente);320000;246000;TRUE;173.87;Uno;7;Mayo;Developer;12;Mí¡s de 10000 personas;Hí?brido (presencial y remoto);Senior
3045;3045;Full-Time;Staff (planta permanente);270000;270000;FALSE;0;Mí¡s de tres;30;Noviembre;Developer;0;De 51 a 100 personas;100% presencial;Junior
3046;3046;Full-Time;Staff (planta permanente);300000;275000;FALSE;0;Tres;20;Octubre;Developer;2;Mí¡s de 10000 personas;100% remoto;Junior
3047;3047;Full-Time;Staff (planta permanente);614000;450000;FALSE;0;Mí¡s de tres;85;Octubre;SysAdmin / DevOps / SRE;15;Mí¡s de 10000 personas;Hí?brido (presencial y remoto);Senior
3048;3048;Full-Time;Tercerizado (trabajo a través de consultora o agencia);206417;173706;FALSE;0;Tres;152;Diciembre;Developer;2;De 101 a 200 personas;100% remoto;Junior
3049;3049;Full-Time;Staff (planta permanente);240000;210000;FALSE;0;Tres;;Diciembre;Sales / Pre-Sales;2;De 1001 a 2000 personas;100% remoto;Junior
3050;3050;Full-Time;Staff (planta permanente);340000;280000;FALSE;0;Dos;20;Noviembre;Infosec;2;De 11  a 50  personas;100% remoto;Junior
3051;3051;Full-Time;Staff (planta permanente);580000;360000;FALSE;0;Tres;50;Octubre;BI Analyst / Data Analyst;4;Mí¡s de 10000 personas;Hí?brido (presencial y remoto);Semi-Senior
3052;3052;Full-Time;Staff (planta permanente);290000;246000;FALSE;0;Dos;20;Octubre;Data Engineer;2;De 51 a 100 personas;100% remoto;Junior
3053;3053;Full-Time;Staff (planta permanente);417000;380000;FALSE;0;Mí¡s de tres;100;Diciembre;Business Analyst;5;De 2001a 5000 personas;100% remoto;Semi-Senior
3054;3054;Full-Time;Staff (planta permanente);212000;250000;FALSE;0;Mí¡s de tres;59;Agosto;Architect;5;De 1001 a 2000 personas;100% remoto;Semi-Senior
3055;3055;Full-Time;Staff (planta permanente);740154;518874;TRUE;184;Tres;45;Noviembre;Scrum Master;10;De 51 a 100 personas;100% remoto;Senior
3056;3056;Full-Time;Staff (planta permanente);195750;161500;FALSE;0;Mí¡s de tres;96;Diciembre;Developer;1;De 1001 a 2000 personas;100% presencial;Junior
3057;3057;Full-Time;Staff (planta permanente);350000;278000;FALSE;0;Tres;;Octubre;Agile coach;1;De 201 a 500 personas;Hí?brido (presencial y remoto);Junior
3058;3058;Full-Time;Staff (planta permanente);790000;480000;TRUE;326;No;0;No tuve;Developer;6;Mí¡s de 10000 personas;100% remoto;Senior
3059;3059;Full-Time;Staff (planta permanente);265000;220000;FALSE;0;Dos;;Enero;Sales / Pre-Sales;2;De 201 a 500 personas;Hí?brido (presencial y remoto);Junior
3060;3060;Full-Time;Staff (planta permanente);251000;226000;FALSE;0;Tres;39;Septiembre;Developer;1.5;De 51 a 100 personas;100% remoto;Junior
3061;3061;Full-Time;Staff (planta permanente);216590;179200;FALSE;0;Tres;40;Diciembre;Technical Leader;10;De 11  a 50  personas;100% presencial;Senior
3062;3062;Full-Time;Staff (planta permanente);271200;225096;FALSE;0;Mí¡s de tres;98;Diciembre;Developer;1.5;De 101 a 200 personas;Hí?brido (presencial y remoto);Junior
3063;3063;Full-Time;Staff (planta permanente);220000;180000;FALSE;0;No;0;No tuve;HelpDesk;15;De 101 a 200 personas;100% presencial;Senior
3064;3064;Full-Time;Staff (planta permanente);350000;280000;FALSE;0;Dos;35;Octubre;QA / Tester;4;De 201 a 500 personas;100% remoto;Semi-Senior
3065;3065;Full-Time;Staff (planta permanente);580000;366000;TRUE;215;Mí¡s de tres;;Noviembre;Developer;3;Mí¡s de 10000 personas;Hí?brido (presencial y remoto);Semi-Senior
3066;3066;Full-Time;Staff (planta permanente);250000;208000;FALSE;0;Mí¡s de tres;70;Diciembre;Developer;1;De 201 a 500 personas;Hí?brido (presencial y remoto);Junior
3067;3067;Full-Time;Freelance;660000;600000;FALSE;0;No;0;No tuve;Consultant;5;De 501 a 1000 personas;100% remoto;Semi-Senior
3068;3068;Full-Time;Staff (planta permanente);180000;140000;FALSE;0;Tres;80;Diciembre;Recruiter / HR;3;Mí¡s de 10000 personas;100% remoto;Semi-Senior
3069;3069;Full-Time;Staff (planta permanente);425000;318;FALSE;0;Tres;12;Noviembre;Developer;5;De 11  a 50  personas;100% remoto;Semi-Senior
3070;3070;Full-Time;Staff (planta permanente);673000;435000;FALSE;0;Mí¡s de tres;;Julio;BI Analyst / Data Analyst;14;De 201 a 500 personas;100% remoto;Senior
3071;3071;Full-Time;Remoto (empresa de otro país);370000;370000;FALSE;0;Uno;;Agosto;Developer;1;De 2 a 10 personas;100% remoto;Junior
3072;3072;Full-Time;Tercerizado (trabajo a través de consultora o agencia);670000;450000;FALSE;0;Uno;70;Octubre;Developer;16;De 11  a 50  personas;100% remoto;Senior
3073;3073;Full-Time;Tercerizado (trabajo a través de consultora o agencia);227200;191076;FALSE;0;Uno;45;Diciembre;Developer;2;De 2001a 5000 personas;100% remoto;Junior
3074;3074;Full-Time;Staff (planta permanente);550000;325000;FALSE;0;Tres;;Noviembre;BI Analyst / Data Analyst;5;De 2001a 5000 personas;100% remoto;Semi-Senior
3075;3075;Full-Time;Staff (planta permanente);332000;281000;FALSE;0;Tres;60;Octubre;Functional Analyst;8;De 201 a 500 personas;100% remoto;Senior
3076;3076;Full-Time;Staff (planta permanente);826000;477000;FALSE;0;Mí¡s de tres;;Noviembre;Developer;5;De 5001 a 10000 personas;Hí?brido (presencial y remoto);Semi-Senior
3077;3077;Full-Time;Staff (planta permanente);620000;430000;TRUE;160;Dos;;Julio;Manager / Director;10;De 501 a 1000 personas;Hí?brido (presencial y remoto);Senior
3078;3078;Full-Time;Staff (planta permanente);318000;245000;FALSE;0;Tres;78;Diciembre;Change Management;5;Mí¡s de 10000 personas;100% remoto;Semi-Senior
3079;3079;Full-Time;Staff (planta permanente);482500;432500;FALSE;0;Tres;60;Diciembre;Developer;5;De 11  a 50  personas;100% remoto;Semi-Senior
3080;3080;Full-Time;Tercerizado (trabajo a través de consultora o agencia);385000;350000;FALSE;0;No;0;No tuve;BI Analyst / Data Analyst;0;De 201 a 500 personas;100% remoto;Junior
3081;3081;Part-Time;Staff (planta permanente);152000;127879;FALSE;0;Mí¡s de tres;100;Diciembre;Developer;1.7;De 11  a 50  personas;Hí?brido (presencial y remoto);Junior
3082;3082;Full-Time;Staff (planta permanente);200000;200000;FALSE;0;Mí¡s de tres;70;Diciembre;Technical Leader;13;De 2 a 10 personas;Hí?brido (presencial y remoto);Senior
3083;3083;Full-Time;Staff (planta permanente);1382984.91;1070004;FALSE;0;Mí¡s de tres;94.1;Diciembre;Technical Leader;10;De 2001a 5000 personas;Hí?brido (presencial y remoto);Senior
3084;3084;Full-Time;Staff (planta permanente);1071470;679487;TRUE;297;Uno;;Febrero;UX Designer;5;De 501 a 1000 personas;100% remoto;Semi-Senior
3085;3085;Full-Time;Staff (planta permanente);420000;300000;FALSE;0;Tres;78;Noviembre;Developer;4;De 201 a 500 personas;Hí?brido (presencial y remoto);Semi-Senior
3086;3086;Full-Time;Staff (planta permanente);234800;198300;FALSE;0;Tres;;Septiembre;Designer;4;De 51 a 100 personas;100% remoto;Semi-Senior
3087;3087;Full-Time;Remoto (empresa de otro país);1500000;;FALSE;0;No;0;No tuve;Developer;10;De 51 a 100 personas;100% remoto;Senior
3088;3088;Full-Time;Tercerizado (trabajo a través de consultora o agencia);105000;110000;FALSE;0;Dos;90;Octubre;Developer;1;De 11  a 50  personas;100% remoto;Junior
3089;3089;Full-Time;Staff (planta permanente);178000;156000;FALSE;0;Tres;70;Octubre;HelpDesk;6;De 201 a 500 personas;Hí?brido (presencial y remoto);Senior
3090;3090;Full-Time;Staff (planta permanente);270000;215000;FALSE;0;Uno;21;Septiembre;Developer;1;De 201 a 500 personas;100% remoto;Junior
3091;3091;Full-Time;Staff (planta permanente);366000;278000;FALSE;0;Mí¡s de tres;70;Noviembre;SysAdmin / DevOps / SRE;9;De 501 a 1000 personas;Hí?brido (presencial y remoto);Senior
3092;3092;Full-Time;Freelance;416000;412000;FALSE;0;Uno;30;Octubre;Developer;3;De 101 a 200 personas;100% remoto;Semi-Senior
3093;3093;Full-Time;Staff (planta permanente);270000;235000;FALSE;0;Mí¡s de tres;65;Octubre;Developer;0;De 1001 a 2000 personas;100% remoto;Junior
3094;3094;Full-Time;Staff (planta permanente);293000;241000;FALSE;0;Dos;;Octubre;QA / Tester;2;De 51 a 100 personas;100% remoto;Junior
