ID_Encuestado;Lugar de trabajo;;Genero;Nacimiento;Fecha encuesta
2589;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1982;6/1/2023
2590;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1987;25/12/2022
2591;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2002;23/12/2022
2592;Argentina;Santa Fe;Hombre Cis;1992;18/12/2022
2593;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1995;17/12/2022
2594;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1991;28/12/2022
2595;Argentina;Misiones;Hombre Cis;1989;30/12/2022
2596;Argentina;Buenos Aires;Mujer Cis;1983;7/1/2023
2597;Argentina;Córdoba;Mujer Cis;1999;4/1/2023
2598;Argentina;Buenos Aires;Hombre Cis;1986;28/12/2022
2599;Argentina;Córdoba;Hombre Cis;1972;24/12/2022
2600;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2002;22/12/2022
2601;Argentina;Santa Fe;Hombre Cis;1992;16/12/2022
2602;Argentina;Santa Fe;Hombre Cis;1989;31/12/2022
2603;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1988;24/12/2022
2604;Argentina;Ciudad Autónoma de Buenos Aires;Prefiero No Decir;1988;5/1/2023
2605;Argentina;Buenos Aires;Hombre Cis;2002;20/12/2022
2606;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1994;23/12/2022
2607;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2003;6/1/2023
2608;Argentina;Córdoba;Hombre Cis;1982;22/12/2022
2609;Argentina;Córdoba;Hombre Cis;1990;18/12/2022
2610;Argentina;Buenos Aires;Hombre Cis;1994;23/12/2022
2611;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1988;25/12/2022
2612;Argentina;Santa Fe;Hombre Cis;1993;5/1/2023
2613;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1998;21/12/2022
2614;Argentina;Jujuy;Hombre Cis;1982;1/1/2023
2615;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1994;10/1/2023
2616;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1986;31/12/2022
2617;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1988;18/12/2022
2618;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1986;16/12/2022
2619;Argentina;Córdoba;Hombre Cis;1998;25/12/2022
2620;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1989;19/12/2022
2621;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1998;31/12/2022
2622;Argentina;Buenos Aires;Hombre Cis;1998;23/12/2022
2623;Argentina;Buenos Aires;Hombre Cis;1997;22/12/2022
2624;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2000;4/1/2023
2625;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1998;3/1/2023
2626;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1996;4/1/2023
2627;Argentina;Buenos Aires;Hombre Cis;1999;28/12/2022
2628;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1988;7/1/2023
2629;Argentina;Buenos Aires;Hombre Cis;1996;30/12/2022
2630;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2001;4/1/2023
2631;Argentina;Buenos Aires;Mujer Cis;1992;4/1/2023
2632;Argentina;Buenos Aires;Hombre Cis;2002;28/12/2022
2633;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2002;21/12/2022
2634;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2001;31/12/2022
2635;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1989;28/12/2022
2636;Argentina;Mendoza;Hombre Cis;1998;9/1/2023
2637;Argentina;Córdoba;Mujer Cis;1992;22/12/2022
2638;Argentina;Mendoza;Hombre Cis;1988;17/12/2022
2639;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2002;7/1/2023
2640;Argentina;Córdoba;;1976;9/1/2023
2641;Argentina;Córdoba;Hombre Cis;1999;18/12/2022
2642;Argentina;Buenos Aires;Hombre Cis;1976;20/12/2022
2643;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2005;28/12/2022
2644;Argentina;Ciudad Autónoma de Buenos Aires;No Binarie;1987;22/12/2022
2645;Argentina;Buenos Aires;Hombre Cis;2000;2/1/2023
2646;Argentina;Buenos Aires;Hombre Cis;1967;28/12/2022
2647;Argentina;Rí?o Negro;Hombre Cis;1986;20/12/2022
2648;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1996;24/12/2022
2649;Argentina;Buenos Aires;Hombre Cis;1997;25/12/2022
2650;Argentina;Buenos Aires;Hombre Cis;1993;31/12/2022
2651;Argentina;Ciudad Autónoma de Buenos Aires;;2024;5/1/2023
2652;Argentina;Ciudad Autónoma de Buenos Aires;No Binarie;1988;2/1/2023
2653;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1989;20/12/2022
2654;Argentina;Córdoba;;1995;17/12/2022
2655;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1996;10/1/2023
2656;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2000;31/12/2022
2657;Argentina;Buenos Aires;Hombre Cis;1997;28/12/2022
2658;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1987;1/1/2023
2659;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2000;1/1/2023
2660;Argentina;Córdoba;Hombre Cis;1985;28/12/2022
2661;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1983;18/12/2022
2662;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1988;18/12/2022
2663;Argentina;Misiones;Hombre Cis;1994;23/12/2022
2664;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1991;16/12/2022
2665;Argentina;Santa Fe;Hombre Cis;2002;10/1/2023
2666;Argentina;Córdoba;Hombre Cis;1997;24/12/2022
2667;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1977;17/12/2022
2668;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2001;4/1/2023
2669;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2003;7/1/2023
2670;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1974;1/1/2023
2671;Argentina;Santa Fe;Hombre Cis;1996;16/12/2022
2672;Argentina;Buenos Aires;Hombre Cis;1999;1/1/2023
2673;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1985;20/12/2022
2674;Argentina;Mendoza;Hombre Cis;1973;25/12/2022
2675;Argentina;Córdoba;Mujer Cis;1995;21/12/2022
2676;Argentina;Santa Fe;Hombre Cis;1995;7/1/2023
2677;Argentina;Salta;Mujer Cis;1995;31/12/2022
2678;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;2001;24/12/2022
2679;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1993;16/12/2022
2680;Argentina;Santa Fe;Hombre Cis;1990;28/12/2022
2681;Argentina;Buenos Aires;Hombre Cis;1978;8/1/2023
2682;Argentina;Neuquén;Hombre Cis;1977;10/1/2023
2683;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1977;16/12/2022
2684;Argentina;Buenos Aires;Hombre Cis;1987;20/12/2022
2685;Argentina;Santa Fe;Mujer Cis;1984;30/12/2022
2686;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1994;6/1/2023
2687;Argentina;Córdoba;Hombre Cis;1982;26/12/2022
2688;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2003;27/12/2022
2689;Argentina;Buenos Aires;Hombre Cis;1991;31/12/2022
2690;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1992;28/12/2022
2691;Argentina;Buenos Aires;Hombre Cis;1996;5/1/2023
2692;Argentina;Rí?o Negro;Mujer Cis;1992;18/12/2022
2693;Argentina;San Juan;Hombre Cis;1995;22/12/2022
2694;Argentina;Ciudad Autónoma de Buenos Aires;;1995;24/12/2022
2695;Argentina;Santa Fe;Hombre Cis;1988;26/12/2022
2696;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2003;26/12/2022
2697;Argentina;Rí?o Negro;Hombre Cis;1977;2/1/2023
2698;Argentina;Buenos Aires;Hombre Cis;1978;25/12/2022
2699;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1997;6/1/2023
2700;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1997;2/1/2023
2701;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1999;23/12/2022
2702;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1993;30/12/2022
2703;Argentina;Córdoba;Hombre Cis;1995;16/12/2022
2704;Argentina;Buenos Aires;Hombre Cis;1993;27/12/2022
2705;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1987;20/12/2022
2706;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1983;29/12/2022
2707;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1999;19/12/2022
2708;Argentina;Santa Fe;Mujer Cis;2001;24/12/2022
2709;Argentina;Buenos Aires;Hombre Cis;1997;10/1/2023
2710;Argentina;Córdoba;Hombre Cis;1999;19/12/2022
2711;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1979;3/1/2023
2712;Argentina;Buenos Aires;Hombre Cis;2000;17/12/2022
2713;Argentina;Rí?o Negro;Hombre Cis;1990;8/1/2023
2714;Argentina;Córdoba;Hombre Cis;2003;31/12/2022
2715;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1991;31/12/2022
2716;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1991;4/1/2023
2717;Argentina;Buenos Aires;Hombre Cis;1983;17/12/2022
2718;Argentina;Corrientes;Hombre Cis;1990;2/1/2023
2719;Argentina;Buenos Aires;Hombre Cis;2001;29/12/2022
2720;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1970;20/12/2022
2721;Argentina;Buenos Aires;Hombre Cis;1984;19/12/2022
2722;Argentina;Buenos Aires;Mujer Cis;1990;30/12/2022
2723;Argentina;Buenos Aires;Hombre Cis;1992;20/12/2022
2724;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1999;10/1/2023
2725;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1981;2/1/2023
2726;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1990;25/12/2022
2727;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1986;31/12/2022
2728;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1994;30/12/2022
2729;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2004;17/12/2022
2730;Argentina;Buenos Aires;Hombre Cis;1993;6/1/2023
2731;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1986;31/12/2022
2732;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1984;27/12/2022
2733;Argentina;Corrientes;Hombre Cis;1987;21/12/2022
2734;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1997;22/12/2022
2735;Argentina;San Juan;Hombre Cis;2001;6/1/2023
2736;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;2002;31/12/2022
2737;Argentina;Buenos Aires;Hombre Cis;1977;27/12/2022
2738;Argentina;Buenos Aires;Hombre Cis;1988;28/12/2022
2739;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1994;21/12/2022
2740;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1988;9/1/2023
2741;Argentina;Córdoba;Hombre Cis;1995;18/12/2022
2742;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1991;26/12/2022
2743;Argentina;Santa Fe;Hombre Cis;1992;30/12/2022
2744;Argentina;Tucumí¡n;Hombre Cis;1994;31/12/2022
2745;Argentina;Buenos Aires;Hombre Cis;1990;10/1/2023
2746;Argentina;Buenos Aires;;1990;3/1/2023
2747;Argentina;Santa Fe;Hombre Cis;1976;7/1/2023
2748;Argentina;Buenos Aires;Hombre Cis;1986;4/1/2023
2749;Argentina;Buenos Aires;Hombre Cis;1999;26/12/2022
2750;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1991;4/1/2023
2751;Argentina;Santa Fe;Prefiero No Decir;1991;1/1/2023
2752;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1995;17/12/2022
2753;Argentina;Córdoba;Hombre Cis;1981;22/12/2022
2754;Argentina;Buenos Aires;Mujer Cis;1994;20/12/2022
2755;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1974;22/12/2022
2756;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1997;19/12/2022
2757;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1995;4/1/2023
2758;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1980;4/1/2023
2759;Argentina;Buenos Aires;Mujer Cis;1979;20/12/2022
2760;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1994;21/12/2022
2761;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1997;20/12/2022
2762;Argentina;Buenos Aires;Mujer Cis;1989;19/12/2022
2763;Argentina;Buenos Aires;Mujer Cis;1998;25/12/2022
2764;Argentina;Córdoba;Hombre Cis;1984;18/12/2022
2765;Argentina;Chubut;Hombre Cis;1982;28/12/2022
2766;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1988;1/1/2023
2767;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1993;22/12/2022
2768;Argentina;Córdoba;Hombre Cis;1996;23/12/2022
2769;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1983;2/1/2023
2770;Argentina;Corrientes;Hombre Cis;1983;26/12/2022
2771;Argentina;Buenos Aires;Hombre Cis;1997;6/1/2023
2772;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1974;17/12/2022
2773;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1991;19/12/2022
2774;Argentina;Córdoba;Prefiero No Decir;1997;1/1/2023
2775;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1992;20/12/2022
2776;Argentina;Ciudad Autónoma de Buenos Aires;;1969;8/1/2023
2777;Argentina;Buenos Aires;Hombre Cis;1993;30/12/2022
2778;Argentina;Tucumí¡n;Hombre Cis;1995;31/12/2022
2779;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1982;31/12/2022
2780;Argentina;Buenos Aires;Hombre Cis;1981;22/12/2022
2781;Argentina;Entre Rí?os;Hombre Cis;1991;18/12/2022
2782;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1979;29/12/2022
2783;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1989;25/12/2022
2784;Argentina;Santa Fe;Hombre Cis;1988;17/12/2022
2785;Argentina;Buenos Aires;Hombre Cis;1999;23/12/2022
2786;Argentina;Santa Fe;Hombre Cis;1970;24/12/2022
2787;Argentina;Buenos Aires;Hombre Cis;2002;8/1/2023
2788;Argentina;Córdoba;Mujer Trans;1997;21/12/2022
2789;Argentina;Córdoba;Mujer Cis;1992;4/1/2023
2790;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1985;24/12/2022
2791;Argentina;Córdoba;Hombre Cis;1986;23/12/2022
2792;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1985;29/12/2022
2793;Argentina;Buenos Aires;Hombre Cis;1969;23/12/2022
2794;Argentina;Santa Fe;Hombre Cis;1984;6/1/2023
2795;Argentina;Córdoba;Mujer Cis;1989;4/1/2023
2796;Argentina;Salta;Hombre Cis;1985;22/12/2022
2797;Argentina;Córdoba;Hombre Cis;2001;21/12/2022
2798;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;2000;20/12/2022
2799;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1989;9/1/2023
2800;Argentina;Tierra del Fuego;Hombre Cis;1987;23/12/2022
2801;Argentina;Buenos Aires;Hombre Cis;1997;31/12/2022
2802;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1978;4/1/2023
2803;Argentina;Mendoza;Hombre Cis;2001;10/1/2023
2804;Argentina;Entre Rí?os;;1991;2/1/2023
2805;Argentina;Buenos Aires;Hombre Cis;1971;18/12/2022
2806;Argentina;Buenos Aires;Hombre Cis;2001;25/12/2022
2807;Argentina;Buenos Aires;Hombre Cis;1979;22/12/2022
2808;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1992;1/1/2023
2809;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2004;4/1/2023
2810;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1985;16/12/2022
2811;Argentina;Santa Fe;Hombre Cis;2002;21/12/2022
2812;Argentina;Buenos Aires;Prefiero No Decir;1977;16/12/2022
2813;Argentina;Mendoza;Hombre Cis;1981;20/12/2022
2814;Argentina;Córdoba;Hombre Cis;1995;30/12/2022
2815;Argentina;Buenos Aires;Hombre Cis;1998;23/12/2022
2816;Argentina;Santa Fe;Hombre Cis;1975;24/12/2022
2817;Argentina;Buenos Aires;Mujer Cis;1988;26/12/2022
2818;Argentina;Córdoba;Mujer Cis;1997;24/12/2022
2819;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1993;1/1/2023
2820;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1963;3/1/2023
2821;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1998;21/12/2022
2822;Argentina;La Pampa;Hombre Cis;1978;23/12/2022
2823;Argentina;Córdoba;Hombre Cis;1990;20/12/2022
2824;Argentina;Santa Fe;Mujer Cis;1989;9/1/2023
2825;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1986;30/12/2022
2826;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1983;29/12/2022
2827;Argentina;Neuquén;Prefiero No Decir;1973;4/1/2023
2828;Argentina;Córdoba;Hombre Cis;1987;3/1/2023
2829;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1976;9/1/2023
2830;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1996;20/12/2022
2831;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2024;22/12/2022
2832;Argentina;La Pampa;Hombre Cis;1992;31/12/2022
2833;Argentina;Buenos Aires;Hombre Cis;1995;21/12/2022
2834;Argentina;Córdoba;Hombre Cis;1997;6/1/2023
2835;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1994;7/1/2023
2836;Argentina;Santa Fe;Hombre Cis;1980;22/12/2022
2837;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1989;1/1/2023
2838;Argentina;Córdoba;Hombre Cis;1996;6/1/2023
2839;Argentina;Ciudad Autónoma de Buenos Aires;Prefiero No Decir;1993;27/12/2022
2840;Argentina;Córdoba;Hombre Cis;1994;4/1/2023
2841;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;2000;20/12/2022
2842;Argentina;Entre Rí?os;Hombre Cis;1996;9/1/2023
2843;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1989;16/12/2022
2844;Argentina;Córdoba;Hombre Cis;1991;6/1/2023
2845;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1997;6/1/2023
2846;Argentina;Córdoba;Hombre Cis;1976;23/12/2022
2847;Argentina;Ciudad Autónoma de Buenos Aires;Prefiero No Decir;1990;27/12/2022
2848;Argentina;Buenos Aires;Hombre Cis;1981;17/12/2022
2849;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1998;24/12/2022
2850;Argentina;Buenos Aires;Mujer Cis;1987;16/12/2022
2851;Argentina;Neuquén;Hombre Cis;1982;27/12/2022
2852;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1988;31/12/2022
2853;Argentina;Entre Rí?os;Hombre Cis;1987;7/1/2023
2854;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1974;21/12/2022
2855;Argentina;Rí?o Negro;Hombre Cis;2000;3/1/2023
2856;Argentina;Santa Fe;Hombre Cis;1992;30/12/2022
2857;Argentina;Buenos Aires;Mujer Cis;1969;22/12/2022
2858;Argentina;Córdoba;Hombre Cis;1994;29/12/2022
2859;Argentina;Buenos Aires;;1986;1/1/2023
2860;Argentina;Entre Rí?os;Prefiero No Decir;1990;21/12/2022
2861;Argentina;Buenos Aires;Hombre Cis;1977;21/12/2022
2862;Argentina;Ciudad Autónoma de Buenos Aires;No Binarie;2002;24/12/2022
2863;Argentina;Córdoba;Hombre Cis;2001;1/1/2023
2864;Argentina;Santa Fe;Hombre Cis;1979;29/12/2022
2865;Argentina;Santa Fe;Hombre Cis;1976;22/12/2022
2866;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2001;25/12/2022
2867;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1981;28/12/2022
2868;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1988;8/1/2023
2869;Argentina;Buenos Aires;Hombre Cis;1978;1/1/2023
2870;Argentina;Buenos Aires;Hombre Cis;1986;8/1/2023
2871;Argentina;Buenos Aires;Hombre Cis;1979;29/12/2022
2872;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1986;18/12/2022
2873;Argentina;Santa Fe;Hombre Cis;1990;25/12/2022
2874;Argentina;Buenos Aires;Hombre Cis;1994;28/12/2022
2875;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1995;4/1/2023
2876;Argentina;Neuquén;Hombre Cis;2002;4/1/2023
2877;Argentina;Ciudad Autónoma de Buenos Aires;No Binarie;1974;6/1/2023
2878;Argentina;Córdoba;Hombre Cis;1991;23/12/2022
2879;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1980;25/12/2022
2880;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1998;3/1/2023
2881;Argentina;Santa Fe;Hombre Cis;1997;28/12/2022
2882;Argentina;Buenos Aires;;1982;17/12/2022
2883;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1983;24/12/2022
2884;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1977;10/1/2023
2885;Argentina;Buenos Aires;Hombre Cis;1987;24/12/2022
2886;Argentina;Córdoba;Hombre Cis;1974;1/1/2023
2887;Argentina;Salta;Hombre Cis;1983;18/12/2022
2888;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1969;19/12/2022
2889;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1997;7/1/2023
2890;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1967;20/12/2022
2891;Argentina;Santiago del Estero;Hombre Cis;1979;18/12/2022
2892;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1991;31/12/2022
2893;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1994;22/12/2022
2894;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1983;25/12/2022
2895;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1985;26/12/2022
2896;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1987;1/1/2023
2897;Argentina;Buenos Aires;Hombre Cis;2002;6/1/2023
2898;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1994;27/12/2022
2899;Argentina;Córdoba;Hombre Cis;1987;3/1/2023
2900;Argentina;Chubut;Hombre Cis;1998;3/1/2023
2901;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1984;28/12/2022
2902;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1982;9/1/2023
2903;Argentina;Buenos Aires;Mujer Cis;1989;2/1/2023
2904;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1981;3/1/2023
2905;Argentina;Neuquén;Hombre Cis;1984;17/12/2022
2906;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1993;23/12/2022
2907;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1986;26/12/2022
2908;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1999;6/1/2023
2909;Argentina;Tucumí¡n;Hombre Cis;1991;2/1/2023
2910;Argentina;Santa Fe;;2024;28/12/2022
2911;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1962;27/12/2022
2912;Argentina;Buenos Aires;Prefiero No Decir;1992;22/12/2022
2913;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1994;18/12/2022
2914;Argentina;Buenos Aires;Hombre Cis;1982;24/12/2022
2915;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1990;8/1/2023
2916;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1998;16/12/2022
2917;Argentina;Buenos Aires;Hombre Cis;1988;25/12/2022
2918;Argentina;Buenos Aires;Mujer Cis;1995;3/1/2023
2919;Argentina;Santa Fe;Hombre Cis;1981;16/12/2022
2920;Argentina;Córdoba;Hombre Cis;1980;20/12/2022
2921;Argentina;Buenos Aires;Hombre Cis;1995;19/12/2022
2922;Argentina;Santa Fe;Hombre Cis;1990;9/1/2023
2923;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1975;31/12/2022
2924;Argentina;Buenos Aires;Hombre Cis;1970;16/12/2022
2925;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1994;16/12/2022
2926;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1972;19/12/2022
2927;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1994;21/12/2022
2928;Argentina;Córdoba;Hombre Cis;1990;2/1/2023
2929;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1996;23/12/2022
2930;Argentina;Corrientes;Hombre Cis;1982;4/1/2023
2931;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2002;29/12/2022
2932;Argentina;Buenos Aires;Mujer Cis;1994;25/12/2022
2933;Argentina;Buenos Aires;Hombre Cis;1992;22/12/2022
2934;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1996;24/12/2022
2935;Argentina;Chaco;Hombre Cis;1991;25/12/2022
2936;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1996;8/1/2023
2937;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1976;10/1/2023
2938;Argentina;Santa Fe;Hombre Cis;1990;6/1/2023
2939;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1980;20/12/2022
2940;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1995;21/12/2022
2941;Argentina;Corrientes;Hombre Cis;1988;24/12/2022
2942;Argentina;Buenos Aires;Hombre Cis;1999;16/12/2022
2943;Argentina;San Luis;Hombre Cis;1980;19/12/2022
2944;Argentina;Buenos Aires;Hombre Cis;1992;3/1/2023
2945;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1997;9/1/2023
2946;Argentina;Buenos Aires;Hombre Cis;1990;6/1/2023
2947;Argentina;Córdoba;Hombre Cis;2000;19/12/2022
2948;Argentina;Córdoba;Prefiero No Decir;1987;27/12/2022
2949;Argentina;Neuquén;Hombre Cis;1985;26/12/2022
2950;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Trans;1997;19/12/2022
2951;Argentina;Buenos Aires;Hombre Cis;1976;5/1/2023
2952;Argentina;Buenos Aires;Hombre Cis;2000;29/12/2022
