ID_Estudio;ID_Encuestado;Nivel de estudio;Estado;Carrera;Universidad
1421;2978;;;;
1421;2979;;;;
1421;2980;;;;
1422;2981;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1423;2982;Terciario;En curso;Tecnicatura Superior en Aní¡lisis de Sistemas;UBA - Universidad de Buenos Aires
1424;2983;Posgrado/Especialización;Incompleto;Ingenierí?a en Software;UTN - Universidad Tecnológica Nacional
1424;2984;;;;
1424;2985;;;;
1424;2986;;;;
1425;2987;Universitario;Completo;Analista de Sistemas;
1426;2988;Universitario;Completo;Contador Píºblico;UBA - Universidad de Buenos Aires
1427;2989;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1428;2990;Universitario;Completo;Dirección comercial;
1428;2991;;;;
1428;2992;;;;
1429;2993;Maestrí?a;Completo;UTNBA Experto en desarrollo .NET;UTN - Universidad Tecnológica Nacional
1430;2994;Universitario;Completo;Licenciatura en Informí¡tica;UADE - Universidad Argentina De la Empresa
1430;2995;;;;
1430;2996;;;;
1431;2997;Universitario;Incompleto;Licenciature en Fí?sica;UNR - Universidad Nacional de Rosario
1431;2998;;;;
1431;2999;;;;
1432;3000;Terciario;En curso;Tecnicatura superior en  sonido;
1432;3001;;;;
1433;3002;Universitario;Completo;Ingenierí?a en Telecomunicaciones;UBA - Universidad de Buenos Aires
1433;3003;;;;
1433;3004;;;;
1433;3005;;;;
1433;3006;;;;
1433;3007;;;;
1434;3008;Universitario;En curso;Analista Programador;UAI - Universidad Abierta Interamericana
1435;3009;Universitario;Completo;Analista de Sistemas;UTN - Universidad Tecnológica Nacional
1435;3010;;;;
1435;3011;;;;
1436;3012;Terciario;En curso;Analista de Sistemas;
1436;3013;;;;
1436;3014;;;;
1436;3015;;;;
1436;3016;;;;
1437;3017;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UAI - Universidad Abierta Interamericana
1438;3018;Maestrí?a;Completo;Tecnicatura Superior en Programación;UTN - Universidad Tecnológica Nacional
1438;3019;;;;
1439;3020;Universitario;En curso;Ingenierí?a en Informí¡tica;ORT
1440;3021;Universitario;Completo;Analista Programador;UNJu - Universidad Nacional de Jujuy
1440;3022;;;;
1440;3023;;;;
1441;3024;Terciario;Completo;Telecomunicaciones;
1442;3025;Universitario;Incompleto;Tecnicatura en Seguridad Informatica / Lic. en Biotecnologia;
1442;3026;;;;
1443;3027;Universitario;Completo;Licenciatura en Sistemas de Información;UBA - Universidad de Buenos Aires
1443;3028;;;;
1443;3029;;;;
1443;3030;;;;
1443;3031;;;;
1443;3032;;;;
1444;3033;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1445;3034;Universitario;Completo;Ingenierí?a Electrónica;UBA - Universidad de Buenos Aires
1446;3035;Universitario;Completo;Licenciatura en Informí¡tica;UP - Universidad de Palermo
1447;3036;Terciario;Incompleto;Licenciatura en Informí¡tica;UTN - Universidad Tecnológica Nacional
1447;3037;;;;
1447;3038;;;;
1448;3039;Universitario;En curso;Lic gestion de la tecnologí?a;
1448;3040;;;;
1448;3041;;;;
1448;3042;;;;
1449;3043;Terciario;Incompleto;Analista de Sistemas;UAI - Universidad Abierta Interamericana
1449;3044;;;;
1449;3045;;;;
1450;3046;Universitario;Completo;Licenciatura en Sistemas de Información;UNLP - Universidad Nacional de La Plata
1450;3047;;;;
1451;3048;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1451;3049;;;;
1451;3050;;;;
1451;3051;;;;
1451;3052;;;;
1451;3053;;;;
1451;3054;;;;
1451;3055;;;;
1452;3056;Terciario;Completo;Analista de Sistemas;ISTEA - Instituto Superior Tecnológico Empresarial Argentino
1452;3057;;;;
1453;3058;Universitario;Completo;Ingenierí?a en Computación;UNS - Universidad Nacional del Sur
1453;3059;;;;
1453;3060;;;;
1453;3061;;;;
1453;3062;;;;
1453;3063;;;;
1453;3064;;;;
1453;3065;;;;
1453;3066;;;;
1454;3067;Universitario;Completo;Ingenierí?a Industrial;UBA - Universidad de Buenos Aires
1454;3068;;;;
1454;3069;;;;
1454;3070;;;;
1454;3071;;;;
1454;3072;;;;
1454;3073;;;;
1454;3074;;;;
1454;3075;;;;
1454;3076;;;;
1454;3077;;;;
1455;3078;Universitario;En curso;Licenciatura en Comunicación;UNLP - Universidad Nacional de La Plata
1455;3079;;;;
1455;3080;;;;
1456;3081;Universitario;Incompleto;Licenciatura en Ciencia de Datos;UBA - Universidad de Buenos Aires
1456;3082;;;;
1457;3083;Universitario;Completo;Ingenierí?a Electrónica;UBA - Universidad de Buenos Aires
1457;3084;;;;
1457;3085;;;;
1457;3086;;;;
1457;3087;;;;
1457;3088;;;;
1457;3089;;;;
1457;3090;;;;
1457;3091;;;;
1457;3092;;;;
1457;3093;;;;
1457;3094;;;;
1457;3095;;;;
1457;3096;;;;
1457;3097;;;;
1457;3098;;;;
1457;3099;;;;
1457;3100;;;;
1457;3101;;;;
1457;3102;;;;
1458;3103;Terciario;Completo;Tecnicatura en Programación;UTN - Universidad Tecnológica Nacional
1459;3104;Universitario;Completo;Ingenierí?a Electrónica;UBA - Universidad de Buenos Aires
1460;3105;Terciario;En curso;Analista de Sistemas;
1461;3106;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1461;3107;;;;
1461;3108;;;;
1462;3109;Universitario;Completo;Licenciatura en Ciencia Polí?tica + Especialización en Ciencia de Datos;UNC - Universidad Nacional de Córdoba
1463;3110;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1464;3111;Universitario;Completo;Ingenierí?a en Informí¡tica;ITBA Instituto Tecnológico de Buenos Aires
1464;3112;;;;
1465;3113;Universitario;Completo;Ingenierí?a en Computación;UNLP - Universidad Nacional de La Plata
1465;3114;;;;
1466;3115;Terciario;Completo;Tecnicatura en Informí¡tica;
1467;3116;Terciario;En curso;Tecnicatura Superior en Aní¡lisis de Sistemas;UTN - Universidad Tecnológica Nacional
1467;3117;;;;
1467;3118;;;;
1468;3119;Universitario;Incompleto;Analista de Sistemas;UTN - Universidad Tecnológica Nacional
1469;3120;Universitario;En curso;Ingenierí?a en Computación;UNC - Universidad Nacional de Córdoba
1469;3121;;;;
1469;3122;;;;
1470;3123;Universitario;Completo;Ing en  otra area;
1471;3124;Terciario;Completo;Analista de Sistemas;
1472;3125;Universitario;Incompleto;Ingenierí?a en Informí¡tica;UBA - Universidad de Buenos Aires
1473;3126;Terciario;Completo;Analista de Sistemas;ORT
1474;3127;Universitario;Completo;Diseí±o Grí¡fico;UNLA - Universidad Nacional de Laníºs
1474;3128;;;;
1475;3129;Universitario;Incompleto;Licenciatura en Informí¡tica;UP - Universidad de Palermo
1475;3130;;;;
1475;3131;;;;
1476;3132;Universitario;En curso;Ingenierí?a en Informí¡tica;
1477;3133;Maestrí?a;En curso;licenciatura en comercializacion;UADE - Universidad Argentina De la Empresa
1477;3134;;;;
1478;3135;Terciario;Incompleto;Analista de Sistemas;Universidad Siglo 21
1478;3136;;;;
1479;3137;Terciario;En curso;Automatizacion y Robotica;
1479;3138;;;;
1479;3139;;;;
1480;3140;Universitario;Completo;Licenciatura en Informí¡tica;UP - Universidad de Palermo
1480;3141;;;;
1480;3142;;;;
1480;3143;;;;
1480;3144;;;;
1480;3145;;;;
1480;3146;;;;
1480;3147;;;;
1481;3148;Universitario;Completo;Ingenierí?a en Computación;UNC - Universidad Nacional de Córdoba
1482;3149;Universitario;Incompleto;Licenciatura en Ciencias de la Computación;UBA - Universidad de Buenos Aires
1482;3150;;;;
1483;3151;Terciario;Completo;Tecnicatura en Programación;UNL - Universidad Nacional del Litoral
1484;3152;Terciario;En curso;Analista de Sistemas;ORT
1485;3153;Universitario;En curso;Licenciatura en Aní¡lisis de Sistemas;UNLA - Universidad Nacional de Laníºs
1486;3154;Secundario;Completo;;
1487;3155;Terciario;Completo;Analista de Sistemas;
1487;3156;;;;
1487;3157;;;;
1487;3158;;;;
1488;3159;Universitario;Completo;HR;UADE - Universidad Argentina De la Empresa
1488;3160;;;;
1488;3161;;;;
1488;3162;;;;
1488;3163;;;;
1489;3164;Universitario;En curso;Licenciatura en Sistemas de Información;UADER - Universidad Autónoma de Entre Rí?os
1489;3165;;;;
1489;3166;;;;
1489;3167;;;;
1489;3168;;;;
1490;3169;Maestrí?a;En curso;Licenciatura en Ciencias de la Computación;
1490;3170;;;;
1491;3171;Terciario;Completo;Tecnicatura Superior en Sistemas Informí¡ticos;ISTEA - Instituto Superior Tecnológico Empresarial Argentino
1491;3172;;;;
1491;3173;;;;
1491;3174;;;;
1491;3175;;;;
1491;3176;;;;
1491;3177;;;;
1491;3178;;;;
1491;3179;;;;
1492;3180;Universitario;Incompleto;Ingenierí?a Electrónica;UTN - Universidad Tecnológica Nacional
1493;3181;Terciario;Completo;Tecnicatura en Sistemas;UNLaM - Universidad Nacional de La Matanza
1494;3182;Posgrado/Especialización;En curso;Licenciatura en Informí¡tica;UNLP - Universidad Nacional de La Plata
1494;3183;;;;
1494;3184;;;;
1494;3185;;;;
1494;3186;;;;
1494;3187;;;;
1494;3188;;;;
1494;3189;;;;
1494;3190;;;;
1495;3191;Posgrado/Especialización;Completo;Ingenierí?a agronómica;UNCUYO - Universidad Nacional de Cuyo
1495;3192;;;;
1495;3193;;;;
1495;3194;;;;
1495;3195;;;;
1495;3196;;;;
1495;3197;;;;
1495;3198;;;;
1495;3199;;;;
1495;3200;;;;
1495;3201;;;;
1495;3202;;;;
1495;3203;;;;
1495;3204;;;;
1496;3205;Universitario;Completo;Ingenierí?a en Sistemas de Información;UAI - Universidad Abierta Interamericana
1497;3206;Universitario;Completo;Contador Píºblico;UNR - Universidad Nacional de Rosario
1497;3207;;;;
1497;3208;;;;
1497;3209;;;;
1497;3210;;;;
1498;3211;Terciario;En curso;Analista de Sistemas;ISTEA - Instituto Superior Tecnológico Empresarial Argentino
1499;3212;Universitario;Completo;Licenciatura en Aní¡lisis de Sistemas;UBA - Universidad de Buenos Aires
1500;3213;Universitario;En curso;Bioingenieria;
1500;3214;;;;
1500;3215;;;;
1500;3216;;;;
1500;3217;;;;
1500;3218;;;;
1501;3219;Terciario;Completo;Diseí±o Grí¡fico;
1501;3220;;;;
1501;3221;;;;
1502;3222;Maestrí?a;En curso;Sociologí?a;UBA - Universidad de Buenos Aires
1502;3223;;;;
1502;3224;;;;
1503;3225;Universitario;Completo;Licenciatura en Sistemas de Información;
1504;3226;Universitario;En curso;Tecnicatura en Programación;UNSAM - Universidad de San Martí?n
1505;3227;Universitario;Incompleto;Técnico Superior en RRHH;
1506;3228;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1507;3229;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1507;3230;;;;
1507;3231;;;;
1507;3232;;;;
1508;3233;Universitario;Incompleto;Ingenierí?a en Informí¡tica;UNL - Universidad Nacional del Litoral
1508;3234;;;;
1509;3235;Posgrado/Especialización;Completo;Diseí±o de Experiencia, Centrada en el Usuario;UTN - Universidad Tecnológica Nacional
1509;3236;;;;
1510;3237;Doctorado;En curso;Educación;UAI - Universidad Abierta Interamericana
1510;3238;;;;
1510;3239;;;;
1510;3240;;;;
1510;3241;;;;
1511;3242;Posgrado/Especialización;Completo;Ingenierí?a en Informí¡tica;
1511;3243;;;;
1511;3244;;;;
1512;3245;Posgrado/Especialización;Completo;Ingenierí?a en Sistemas de Información;
1513;3246;Terciario;Completo;Analista de Sistemas;
1513;3247;;;;
1513;3248;;;;
1513;3249;;;;
1513;3250;;;;
1513;3251;;;;
1514;3252;Universitario;En curso;Ingenierí?a Industrial;
1515;3253;Universitario;Completo;Analista Programador;UTN - Universidad Tecnológica Nacional
1515;3254;;;;
1515;3255;;;;
1515;3256;;;;
1516;3257;Universitario;En curso;Ingenierí?a en Informí¡tica;UADE - Universidad Argentina De la Empresa
1516;3258;;;;
1517;3259;Universitario;En curso;Tecnicatura en Programación;UTN - Universidad Tecnológica Nacional
1517;3260;;;;
1518;3261;Posgrado/Especialización;En curso;Doctorado;UNSAM - Universidad de San Martí?n
1519;3262;Universitario;Completo;Ingenierí?a en Computación;UNLP - Universidad Nacional de La Plata
1519;3263;;;;
1520;3264;Universitario;Completo;Edición;UBA - Universidad de Buenos Aires
1521;3265;Universitario;Completo;Licenciatura en Relaciones Internacionales;UAI - Universidad Abierta Interamericana
1522;3266;Universitario;Completo;Licenciatura en Tecnologia de la Informacion;UP - Universidad de Palermo
1522;3267;;;;
1522;3268;;;;
1522;3269;;;;
1522;3270;;;;
1523;3271;Universitario;Completo;Analista Programador Universitario;UNJu - Universidad Nacional de Jujuy
1524;3272;Universitario;Completo;Ingenierí?a en Sistemas de Información;UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires
1525;3273;Maestrí?a;Completo;Licenciatura en Ciencias de la Computación;UP - Universidad de Palermo
1526;3274;Terciario;Completo;Analista de Computación;
1526;3275;;;;
1526;3276;;;;
1527;3277;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1527;3278;;;;
1527;3279;;;;
1527;3280;;;;
1528;3281;Universitario;En curso;Licenciatura en Informí¡tica;UNLP - Universidad Nacional de La Plata
1529;3282;Universitario;Completo;Ingenierí?a en Informí¡tica;
1530;3283;Universitario;Completo;Ingenierí?a Electrónica;
1530;3284;;;;
1531;3285;Universitario;Completo;Ingenierí?a en Informí¡tica;UNLaM - Universidad Nacional de La Matanza
1531;3286;;;;
1532;3287;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1533;3288;Universitario;Completo;;UNCUYO - Universidad Nacional de Cuyo
1534;3289;Terciario;Completo;Tecnicatura Superior en Sistemas Informí¡ticos;UTN - Universidad Tecnológica Nacional
1534;3290;;;;
1534;3291;;;;
1534;3292;;;;
1535;3293;Universitario;Incompleto;Licenciatura en Matemí¡tica;UBA - Universidad de Buenos Aires
1536;3294;Terciario;Completo;Tecnicatura Superior en Sistemas Informí¡ticos;ISTEA - Instituto Superior Tecnológico Empresarial Argentino
1537;3295;Universitario;Incompleto;Lic. en Trabajo Social;
1537;3296;;;;
1538;3297;Universitario;Completo;Licenciatura en Comunicacion Social;
1538;3298;;;;
1539;3299;Universitario;Completo;Licenciatura en sistemas y Computación;UCA - Universidad Católica Argentina
1539;3300;;;;
1539;3301;;;;
1539;3302;;;;
1539;3303;;;;
1540;3304;Universitario;Completo;Analista de Sistemas;Universidad Siglo 21
1541;3305;Secundario;Completo;Telecomunicaciones;
1542;3306;Universitario;Completo;Me recibí? hace varios aí±os en hotelerí?a y luego hice cursos de programación;UNQ - Universidad Nacional de Quilmes
1542;3307;;;;
1542;3308;;;;
1542;3309;;;;
1543;3310;Universitario;Completo;Licenciatura en Aní¡lisis de Sistemas;UBA - Universidad de Buenos Aires
1543;3311;;;;
1544;3312;Universitario;Incompleto;Licenciatura en Ciencias de la Computación;UNRC - Universidad Nacional de Rí?o Cuarto
1544;3313;;;;
1544;3314;;;;
1544;3315;;;;
1544;3316;;;;
1544;3317;;;;
1544;3318;;;;
1544;3319;;;;
1545;3320;Universitario;Completo;Diseí±o Industrial;UNC - Universidad Nacional de Córdoba
1545;3321;;;;
1545;3322;;;;
1545;3323;;;;
1545;3324;;;;
1545;3325;;;;
1545;3326;;;;
1545;3327;;;;
1545;3328;;;;
1545;3329;;;;
1546;3330;Universitario;En curso;Ingenierí?a en Sistemas de Información;UAI - Universidad Abierta Interamericana
1546;3331;;;;
1546;3332;;;;
1546;3333;;;;
1547;3334;Secundario;Completo;Diplomatura en Gestion Empresarial;
1547;3335;;;;
1548;3336;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1548;3337;;;;
1548;3338;;;;
1548;3339;;;;
1549;3340;Universitario;Completo;Licenciatura en Informí¡tica;UADE - Universidad Argentina De la Empresa
1549;3341;;;;
1549;3342;;;;
1549;3343;;;;
1549;3344;;;;
1550;3345;Universitario;Completo;Ingenierí?a Electrónica;UTN - Universidad Tecnológica Nacional
1551;3346;Secundario;Incompleto;;
1552;3347;Universitario;En curso;Licenciatura en Informí¡tica;UNGS - Universidad Nacional de General Sarmiento
1552;3348;;;;
1553;3349;Universitario;Completo;Tecnicatura Universitaria en Programacion;UTN - Universidad Tecnológica Nacional
1554;3350;Universitario;Completo;Licenciatura en Informí¡tica;UP - Universidad de Palermo
1554;3351;;;;
1555;3352;Terciario;Incompleto;Periodismo;
1555;3353;;;;
1556;3354;Universitario;Completo;Edición;UBA - Universidad de Buenos Aires
1557;3355;Universitario;Incompleto;Licenciatura en Ciencias de la Computación;UBA - Universidad de Buenos Aires
1557;3356;;;;
1557;3357;;;;
1557;3358;;;;
1557;3359;;;;
1557;3360;;;;
1558;3361;Universitario;Incompleto;Analista de Sistemas;UTN - Universidad Tecnológica Nacional
1558;3362;;;;
1558;3363;;;;
1558;3364;;;;
1559;3365;Universitario;Completo;Ingenierí?a Electrónica;UTN - Universidad Tecnológica Nacional
1560;3366;Universitario;En curso;Licenciatura en Bioinformí¡tica;UADE - Universidad Argentina De la Empresa
1561;3367;Doctorado;En curso;Doctorado en Matemí¡tica;UNC - Universidad Nacional de Córdoba
1561;3368;;;;
1561;3369;;;;
1561;3370;;;;
1561;3371;;;;
1561;3372;;;;
1561;3373;;;;
1562;3374;Universitario;Completo;Periodismo;
1562;3375;;;;
1563;3376;Posgrado/Especialización;En curso;Ingenierí?a en Computación;UNLP - Universidad Nacional de La Plata
1563;3377;;;;
1564;3378;Terciario;En curso;Analista de Sistemas;Universidad Siglo 21
1564;3379;;;;
1564;3380;;;;
1564;3381;;;;
1565;3382;Universitario;En curso;Ingenierí?a en Informí¡tica;UBA - Universidad de Buenos Aires
1566;3383;Maestrí?a;En curso;Ciencia de datos;
1567;3384;Universitario;Completo;Tecnicatura en Informí¡tica;UNNNE - Universidad Nacional del Nordeste
1568;3385;Universitario;En curso;;
1568;3386;;;;
1568;3387;;;;
1569;3388;Maestrí?a;Completo;Licenciatura en Administración de Empresas;
1569;3389;;;;
1569;3390;;;;
1569;3391;;;;
1570;3392;Universitario;Completo;Ingenierí?a Quí?mica;UBA - Universidad de Buenos Aires
1570;3393;;;;
1570;3394;;;;
1570;3395;;;;
1570;3396;;;;
1570;3397;;;;
1570;3398;;;;
1570;3399;;;;
1570;3400;;;;
1570;3401;;;;
1571;3402;Universitario;Incompleto;Diseí±o Grí¡fico;UNCUYO - Universidad Nacional de Cuyo
1572;3403;Universitario;Completo;Licenciado en Publicidad;
1573;3404;Posgrado/Especialización;Completo;Licenciatura en Psicologí?a;
1574;3405;Universitario;En curso;Licenciatura en Informí¡tica;
1575;3406;Universitario;En curso;Licenciatura en Ciencias de la Computación;UBA - Universidad de Buenos Aires
1575;3407;;;;
1575;3408;;;;
1576;3409;Terciario;Incompleto;Tecnicatura en Programación;UTN - Universidad Tecnológica Nacional
1576;3410;;;;
1577;3411;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1578;3412;Universitario;En curso;Licenciatura en Sistemas de Información;UADE - Universidad Argentina De la Empresa
1579;3413;Secundario;Completo;;
1580;3414;Universitario;En curso;Licenciatura en Ciencia de Datos;
1581;3415;Universitario;Completo;Lic. Arte Multimedia;
1582;3416;Secundario;Completo;;
1582;3417;;;;
1582;3418;;;;
1583;3419;Universitario;Completo;Licenciatura en Aní¡lisis de Sistemas;UBA - Universidad de Buenos Aires
1584;3420;Universitario;En curso;Licenciatura en Sistemas de Información;UBA - Universidad de Buenos Aires
1584;3421;;;;
1584;3422;;;;
1584;3423;;;;
1584;3424;;;;
1584;3425;;;;
1584;3426;;;;
1584;3427;;;;
1584;3428;;;;
1585;3429;Universitario;Incompleto;Licenciatura en Aní¡lisis de Sistemas;
1585;3430;;;;
1586;3431;Universitario;Incompleto;Analista de Sistemas;IUA - Instituto Universitario Aeroní¡utico
1586;3432;;;;
1587;3433;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1587;3434;;;;
1588;3435;Universitario;Completo;Lic. En comercio exterior;
1588;3436;;;;
1589;3437;Terciario;Completo;Tecnicatura en Redes de Computadoras;
1589;3438;;;;
1589;3439;;;;
1590;3440;Posgrado/Especialización;Completo;Analista Universitario de Sistemas;UNNNE - Universidad Nacional del Nordeste
1591;3441;Universitario;En curso;;UTN - Universidad Tecnológica Nacional
1591;3442;;;;
1592;3443;Universitario;En curso;Ingenierí?a en Informí¡tica;
1593;3444;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1594;3445;Universitario;Incompleto;Licenciatura en Sistemas de Información;UNCOMA - Universidad Nacional del Comahu
1595;3446;Terciario;En curso;Tecnicatura Superior en Aní¡lisis de Sistemas;
1595;3447;;;;
1595;3448;;;;
1595;3449;;;;
1595;3450;;;;
1595;3451;;;;
1596;3452;Universitario;Completo;Ingenierí?a Electrónica;UBA - Universidad de Buenos Aires
1596;3453;;;;
1597;3454;Universitario;Completo;Licenciatura en Informí¡tica;UNLP - Universidad Nacional de La Plata
1598;3455;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1599;3456;Universitario;En curso;Licenciatura en Sistemas de Información;UBA - Universidad de Buenos Aires
1600;3457;Universitario;Incompleto;Ingenierí?a en Informí¡tica;UNL - Universidad Nacional del Litoral
1601;3458;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1602;3459;Universitario;Completo;Licenciatura en Ciencias de la Computación;UNC - Universidad Nacional de Córdoba
1603;3460;Posgrado/Especialización;Incompleto;Licenciatura en Informí¡tica;
1604;3461;Universitario;En curso;Licenciatura en Sistemas de Información;UNNNE - Universidad Nacional del Nordeste
1604;3462;;;;
1604;3463;;;;
1604;3464;;;;
1605;3465;Universitario;Completo;Ingenierí?a en Informí¡tica;UNLaM - Universidad Nacional de La Matanza
1605;3466;;;;
1606;3467;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1607;3468;Secundario;Completo;;
1608;3469;Universitario;Incompleto;Ingenierí?a en Informí¡tica;UADE - Universidad Argentina De la Empresa
1608;3470;;;;
1608;3471;;;;
1608;3472;;;;
1608;3473;;;;
1608;3474;;;;
1609;3475;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1610;3476;Terciario;Completo;Analista de Sistemas;ORT
1611;3477;Universitario;En curso;Analista de Computación;UNC - Universidad Nacional de Córdoba
1611;3478;;;;
1612;3479;Secundario;Completo;Tecnicatura en Programación;
1612;3480;;;;
1613;3481;Universitario;Incompleto;Ingenieria quimica;UTN - Universidad Tecnológica Nacional
1613;3482;;;;
1614;3483;Terciario;Completo;Tecnicatura Superior en Seguridad Publica y Ciudadana;ORT
1614;3484;;;;
1615;3485;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1615;3486;;;;
1615;3487;;;;
1616;3488;Universitario;Incompleto;Licenciatura en Informí¡tica;
1616;3489;;;;
1616;3490;;;;
1616;3491;;;;
1616;3492;;;;
1616;3493;;;;
1617;3494;Secundario;Completo;;
1617;3495;;;;
1617;3496;;;;
1617;3497;;;;
1617;3498;;;;
1618;3499;Universitario;Completo;Licenciatura en Sistemas de Información;UNLaM - Universidad Nacional de La Matanza
1619;3500;Universitario;Incompleto;Diseí±o Grí¡fico;UNCUYO - Universidad Nacional de Cuyo
1619;3501;;;;
1620;3502;Universitario;Completo;Ingenierí?a en Sistemas de Información;UAI - Universidad Abierta Interamericana
1621;3503;Universitario;En curso;Ingenierí?a en Sistemas de Información;UCAECE - Centro de Altos Estudios en Ciencias Exactas
1622;3504;Universitario;Incompleto;Ingenierí?a Industrial;UBA - Universidad de Buenos Aires
1622;3505;;;;
1623;3506;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;IUA - Instituto Universitario Aeroní¡utico
1623;3507;;;;
1624;3508;Universitario;En curso;Ingenierí?a en Informí¡tica;UP - Universidad de Palermo
1624;3509;;;;
1624;3510;;;;
1625;3511;Universitario;En curso;Tecnicatura Universitaria en Desarollo de Aplicaciones Informaticas;UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires
1625;3512;;;;
1626;3513;Terciario;Completo;Analista de Sistemas;
1626;3514;;;;
1627;3515;Universitario;Incompleto;Ingenierí?a en Telecomunicaciones;UNSAM - Universidad de San Martí?n
1628;3516;Universitario;Completo;Tecnicatura en Informí¡tica;
1628;3517;;;;
1629;3518;Secundario;Completo;Tecnicatura en Programación;
1629;3519;;;;
1630;3520;Universitario;Completo;Tecnicatura en Programación;UNQ - Universidad Nacional de Quilmes
1630;3521;;;;
1631;3522;Terciario;Incompleto;Analista Programador Universitario;UTN - Universidad Tecnológica Nacional
1632;3523;Universitario;Completo;Ingenierí?a en Informí¡tica;
1632;3524;;;;
1632;3525;;;;
1632;3526;;;;
1633;3527;Maestrí?a;Completo;Sociologí?a;UBA - Universidad de Buenos Aires
1634;3528;Terciario;Completo;Telecomunicaciones;IUA - Instituto Universitario Aeroní¡utico
1634;3529;;;;
1634;3530;;;;
1635;3531;Maestrí?a;Completo;Licenciatura en Comunicación | Licenciatura en Marketing;UBA - Universidad de Buenos Aires
1635;3532;;;;
1635;3533;;;;
1635;3534;;;;
1636;3535;Posgrado/Especialización;En curso;Ingenierí?a Electrónica;UTN - Universidad Tecnológica Nacional
1637;3536;Posgrado/Especialización;Completo;Licenciado en Relaciones Internacionales (UNLa) y Especialista en Relaciones Internacionales (FLACSO Argentina);UNLA - Universidad Nacional de Laníºs
1637;3537;;;;
1638;3538;Secundario;Completo;Tecnicatura en Computación;
1639;3539;Universitario;Completo;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1639;3540;;;;
1640;3541;Terciario;Completo;;
1641;3542;Universitario;En curso;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1641;3543;;;;
1642;3544;Universitario;Incompleto;Ingenierí?a Electrónica;UBA - Universidad de Buenos Aires
1642;3545;;;;
1643;3546;Universitario;Incompleto;Ingenierí?a en Informí¡tica;
1643;3547;;;;
1643;3548;;;;
1644;3549;Terciario;Completo;Analista de Sistemas;
1644;3550;;;;
1644;3551;;;;
1645;3552;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1646;3553;Maestrí?a;Completo;Licenciatura en Informí¡tica;UADE - Universidad Argentina De la Empresa
1646;3554;;;;
1646;3555;;;;
1647;3556;Universitario;Completo;Licenciatura en Sistemas de Información;
1648;3557;Universitario;En curso;Tecnicatura en Informí¡tica;UNGS - Universidad Nacional de General Sarmiento
1648;3558;;;;
1648;3559;;;;
1649;3560;Universitario;Incompleto;Ingenierí?a en Sistemas de Información;UTN - Universidad Tecnológica Nacional
1650;3561;Universitario;Completo;Analista de Sistemas;UNC - Universidad Nacional de Córdoba
1651;3562;Universitario;En curso;Ingenierí?a Electrónica;UTN - Universidad Tecnológica Nacional
1651;3563;;;;
1651;3564;;;;
1651;3565;;;;
1651;3566;;;;
1651;3567;;;;
1652;3568;Universitario;Incompleto;Diseí±o Grí¡fico;
1653;3569;Terciario;Completo;Tecnicatura en informí¡tica y redes de datos;UNR - Universidad Nacional de Rosario
1653;3570;;;;
1654;3571;Universitario;En curso;Ingenierí?a Electrónica;UP - Universidad de Palermo
1654;3572;;;;
1654;3573;;;;
1654;3574;;;;
1655;3575;Terciario;Completo;Tecnicatura en Programación;
